ID_cleaned,job_title,salary_usd,salary_distribution_usd,experience_level_cleaned,employment_type_cleaned,company_location,company_size_cleaned,employee_residence,education_required,years_experience,industry
3118,Machine Learning Researcher,108555,"100,000 - 120,000 USD",Mid-level,Contract,Denmark,Medium,Denmark,Bachelor,3,Finance
3119,Machine Learning Researcher,140723,"140,000 - 160,000 USD",Senior,Part-Time,France,Medium,France,Associate,9,Telecommunications
3120,AI Consultant,122507,"120,000 - 140,000 USD",Senior,Contract,France,Large,France,Master,9,Transportation
3121,Machine Learning Engineer,73003,"60,000 - 80,000 USD",Mid-level,Full-Time,China,Medium,China,Bachelor,4,Finance
3122,Robotics Engineer,131406,"120,000 - 140,000 USD",Senior,Freelance,France,Large,France,Bachelor,7,Retail
3123,Head of AI,72916,"60,000 - 80,000 USD",Mid-level,Contract,United Kingdom,Small,United Kingdom,Master,3,Technology
3124,Data Engineer,74951,"60,000 - 80,000 USD",Entry-level,Freelance,Denmark,Medium,Denmark,PhD,0,Real Estate
3125,Data Analyst,128650,"120,000 - 140,000 USD",Mid-level,Full-Time,Singapore,Large,Singapore,Associate,3,Consulting
3126,Data Engineer,41658,"40,000 - 60,000 USD",Entry-level,Part-Time,Austria,Large,Austria,PhD,1,Retail
3127,Research Scientist,114728,"100,000 - 120,000 USD",Senior,Full-Time,France,Medium,Israel,Master,5,Telecommunications
3128,Data Scientist,128846,"120,000 - 140,000 USD",Executive,Part-Time,China,Small,Australia,Associate,18,Retail
3129,Data Engineer,169467,"160,000 - 180,000 USD",Executive,Freelance,Germany,Small,Germany,Associate,10,Media
3130,AI Research Scientist,101236,"100,000 - 120,000 USD",Executive,Freelance,Austria,Small,Austria,Associate,19,Energy
3131,Deep Learning Engineer,149411,"140,000 - 160,000 USD",Mid-level,Part-Time,Switzerland,Medium,Singapore,PhD,2,Transportation
3132,AI Software Engineer,210935,"More than 180,000 USD",Senior,Part-Time,Norway,Large,United States,PhD,8,Finance
3133,AI Specialist,209841,"More than 180,000 USD",Executive,Full-Time,Denmark,Large,China,Bachelor,17,Technology
3134,Head of AI,155424,"140,000 - 160,000 USD",Executive,Contract,China,Medium,Switzerland,Associate,16,Government
3135,Robotics Engineer,65605,"60,000 - 80,000 USD",Senior,Part-Time,India,Small,India,Bachelor,9,Manufacturing
3136,Robotics Engineer,220389,"More than 180,000 USD",Executive,Part-Time,Canada,Large,Canada,PhD,18,Media
3137,Head of AI,92592,"80,000 - 100,000 USD",Senior,Full-Time,South Korea,Medium,South Korea,Associate,7,Consulting
3138,ML Ops Engineer,120864,"120,000 - 140,000 USD",Senior,Contract,France,Small,France,Associate,7,Gaming
3139,ML Ops Engineer,91719,"80,000 - 100,000 USD",Entry-level,Full-Time,Denmark,Small,Denmark,Associate,1,Finance
3140,Machine Learning Engineer,305680,"More than 180,000 USD",Executive,Part-Time,Switzerland,Medium,Switzerland,Master,12,Transportation
3141,Data Analyst,106326,"100,000 - 120,000 USD",Mid-level,Freelance,Germany,Medium,Germany,PhD,4,Technology
3142,Autonomous Systems Engineer,93471,"80,000 - 100,000 USD",Senior,Part-Time,India,Medium,India,Master,5,Gaming
3143,Deep Learning Engineer,60696,"60,000 - 80,000 USD",Entry-level,Full-Time,Austria,Large,Sweden,Master,1,Education
3144,AI Research Scientist,187201,"More than 180,000 USD",Executive,Full-Time,Australia,Large,Australia,PhD,19,Energy
3145,ML Ops Engineer,48224,"40,000 - 60,000 USD",Entry-level,Full-Time,China,Medium,Switzerland,Bachelor,0,Telecommunications
3146,AI Research Scientist,43806,"40,000 - 60,000 USD",Entry-level,Freelance,India,Medium,France,Associate,0,Finance
3147,Deep Learning Engineer,85629,"80,000 - 100,000 USD",Senior,Freelance,Israel,Medium,Australia,PhD,6,Transportation
3148,AI Architect,127293,"120,000 - 140,000 USD",Senior,Contract,Canada,Small,Canada,Bachelor,5,Consulting
3149,AI Software Engineer,87750,"80,000 - 100,000 USD",Senior,Contract,Israel,Small,Israel,PhD,5,Telecommunications
3150,Machine Learning Engineer,89122,"80,000 - 100,000 USD",Mid-level,Contract,Denmark,Small,Denmark,PhD,4,Retail
3151,AI Consultant,287746,"More than 180,000 USD",Executive,Part-Time,United States,Large,Austria,PhD,14,Retail
3152,Machine Learning Engineer,83781,"80,000 - 100,000 USD",Senior,Full-Time,Japan,Large,Japan,Associate,7,Telecommunications
3153,Head of AI,157089,"140,000 - 160,000 USD",Executive,Contract,Ireland,Small,Ireland,Bachelor,11,Finance
3154,Machine Learning Engineer,131469,"120,000 - 140,000 USD",Senior,Freelance,Singapore,Large,Austria,Master,9,Technology
3155,Data Analyst,191672,"More than 180,000 USD",Senior,Contract,Switzerland,Small,China,Bachelor,9,Energy
3156,Robotics Engineer,212560,"More than 180,000 USD",Executive,Contract,Germany,Medium,Germany,Bachelor,16,Education
3157,AI Architect,238669,"More than 180,000 USD",Executive,Part-Time,Canada,Large,Norway,Associate,12,Transportation
3158,Data Engineer,306264,"More than 180,000 USD",Executive,Contract,Norway,Medium,Norway,Associate,14,Manufacturing
3159,ML Ops Engineer,107758,"100,000 - 120,000 USD",Mid-level,Full-Time,Norway,Medium,Norway,Bachelor,2,Automotive
3160,Robotics Engineer,124253,"120,000 - 140,000 USD",Senior,Freelance,Sweden,Medium,Sweden,Bachelor,8,Energy
3161,NLP Engineer,116449,"100,000 - 120,000 USD",Executive,Freelance,Japan,Small,Japan,Master,17,Transportation
3162,AI Architect,110302,"100,000 - 120,000 USD",Senior,Part-Time,United Kingdom,Medium,Switzerland,Associate,8,Retail
3163,AI Architect,170717,"160,000 - 180,000 USD",Executive,Part-Time,Netherlands,Medium,Netherlands,Master,18,Energy
3164,Research Scientist,157512,"140,000 - 160,000 USD",Senior,Freelance,United Kingdom,Large,United Kingdom,PhD,6,Healthcare
3165,AI Product Manager,119222,"100,000 - 120,000 USD",Mid-level,Full-Time,United Kingdom,Large,United Kingdom,Master,4,Automotive
3166,AI Software Engineer,153861,"140,000 - 160,000 USD",Executive,Freelance,Israel,Small,Finland,Bachelor,16,Healthcare
3167,AI Research Scientist,237060,"More than 180,000 USD",Executive,Part-Time,Sweden,Medium,Sweden,Master,15,Retail
3168,Principal Data Scientist,116907,"100,000 - 120,000 USD",Senior,Freelance,Austria,Large,Austria,Associate,5,Energy
3169,AI Software Engineer,117990,"100,000 - 120,000 USD",Mid-level,Full-Time,Norway,Medium,Norway,Bachelor,3,Automotive
3170,Head of AI,177533,"160,000 - 180,000 USD",Executive,Contract,Austria,Medium,Austria,Associate,15,Consulting
3171,Head of AI,216758,"More than 180,000 USD",Executive,Part-Time,Denmark,Medium,Denmark,PhD,18,Automotive
3172,Robotics Engineer,74114,"60,000 - 80,000 USD",Senior,Freelance,Israel,Medium,Israel,Associate,9,Gaming
3173,AI Specialist,70399,"60,000 - 80,000 USD",Entry-level,Part-Time,France,Medium,France,Master,0,Telecommunications
3174,AI Software Engineer,69506,"60,000 - 80,000 USD",Entry-level,Freelance,Norway,Small,India,Bachelor,0,Technology
3175,Machine Learning Researcher,68087,"60,000 - 80,000 USD",Entry-level,Full-Time,Singapore,Small,Norway,Master,0,Gaming
3176,Research Scientist,70495,"60,000 - 80,000 USD",Entry-level,Full-Time,Switzerland,Small,Switzerland,PhD,0,Automotive
3177,Computer Vision Engineer,103711,"100,000 - 120,000 USD",Executive,Contract,Austria,Small,Austria,Associate,14,Media
3178,Computer Vision Engineer,274717,"More than 180,000 USD",Executive,Full-Time,Germany,Large,Germany,Associate,11,Automotive
3179,AI Specialist,149002,"140,000 - 160,000 USD",Executive,Contract,Japan,Small,Japan,Associate,12,Real Estate
3180,Data Scientist,68687,"60,000 - 80,000 USD",Entry-level,Full-Time,Germany,Small,Israel,Master,1,Real Estate
3181,AI Product Manager,111720,"100,000 - 120,000 USD",Mid-level,Freelance,Singapore,Large,Netherlands,Master,4,Energy
3182,NLP Engineer,128103,"120,000 - 140,000 USD",Mid-level,Part-Time,Switzerland,Medium,Switzerland,Associate,2,Gaming
3183,AI Architect,48980,"40,000 - 60,000 USD",Entry-level,Part-Time,Israel,Small,France,Bachelor,0,Manufacturing
3184,Data Scientist,76474,"60,000 - 80,000 USD",Entry-level,Part-Time,Switzerland,Medium,Switzerland,PhD,1,Media
3185,Computer Vision Engineer,245881,"More than 180,000 USD",Executive,Part-Time,United States,Medium,United States,Bachelor,16,Technology
3186,Data Scientist,145370,"140,000 - 160,000 USD",Mid-level,Freelance,Switzerland,Medium,Switzerland,Bachelor,3,Education
3187,Autonomous Systems Engineer,133477,"120,000 - 140,000 USD",Senior,Contract,Australia,Large,Australia,Associate,7,Media
3188,Computer Vision Engineer,228996,"More than 180,000 USD",Executive,Full-Time,Singapore,Small,Singapore,Associate,12,Finance
3189,AI Research Scientist,55762,"40,000 - 60,000 USD",Mid-level,Contract,Japan,Medium,Japan,Master,4,Telecommunications
3190,AI Specialist,212327,"More than 180,000 USD",Executive,Part-Time,Canada,Small,Canada,Associate,12,Retail
3191,Machine Learning Researcher,108087,"100,000 - 120,000 USD",Entry-level,Freelance,Switzerland,Large,Switzerland,Master,0,Automotive
3192,AI Specialist,82854,"80,000 - 100,000 USD",Senior,Contract,South Korea,Large,South Korea,Master,9,Consulting
3193,NLP Engineer,76926,"60,000 - 80,000 USD",Mid-level,Part-Time,Australia,Small,France,Master,4,Energy
3194,Autonomous Systems Engineer,193284,"More than 180,000 USD",Senior,Freelance,Switzerland,Medium,Switzerland,Associate,9,Retail
3195,AI Software Engineer,64900,"60,000 - 80,000 USD",Entry-level,Contract,Austria,Large,Singapore,PhD,0,Gaming
3196,Machine Learning Engineer,97872,"80,000 - 100,000 USD",Entry-level,Full-Time,Switzerland,Medium,Switzerland,PhD,1,Finance
3197,Deep Learning Engineer,204113,"More than 180,000 USD",Senior,Part-Time,Denmark,Large,Denmark,Master,7,Telecommunications
3198,Robotics Engineer,95010,"80,000 - 100,000 USD",Senior,Full-Time,Israel,Medium,Israel,Bachelor,9,Healthcare
3199,ML Ops Engineer,76919,"60,000 - 80,000 USD",Senior,Contract,Finland,Medium,Finland,Master,5,Media
3200,AI Software Engineer,97661,"80,000 - 100,000 USD",Mid-level,Full-Time,Sweden,Medium,Sweden,PhD,2,Technology
3201,Computer Vision Engineer,165462,"160,000 - 180,000 USD",Executive,Full-Time,Germany,Large,Germany,Associate,15,Media
3202,AI Research Scientist,100036,"100,000 - 120,000 USD",Executive,Full-Time,Japan,Medium,Japan,Associate,15,Education
3203,AI Specialist,76865,"60,000 - 80,000 USD",Senior,Full-Time,China,Small,China,Associate,8,Telecommunications
3204,Deep Learning Engineer,124640,"120,000 - 140,000 USD",Executive,Contract,India,Large,India,Associate,17,Transportation
3205,AI Architect,304841,"More than 180,000 USD",Executive,Full-Time,Norway,Medium,Norway,Master,18,Telecommunications
3206,Deep Learning Engineer,138447,"120,000 - 140,000 USD",Executive,Contract,Canada,Medium,Canada,PhD,17,Gaming
3207,Machine Learning Researcher,151054,"140,000 - 160,000 USD",Executive,Full-Time,Japan,Medium,Canada,Bachelor,19,Transportation
3208,Computer Vision Engineer,95966,"80,000 - 100,000 USD",Mid-level,Freelance,United Kingdom,Small,United Kingdom,Bachelor,2,Gaming
3209,AI Software Engineer,61879,"60,000 - 80,000 USD",Entry-level,Contract,Netherlands,Small,Denmark,Associate,0,Automotive
3210,Data Scientist,167474,"160,000 - 180,000 USD",Executive,Part-Time,Israel,Large,Israel,Master,16,Government
3211,AI Product Manager,77445,"60,000 - 80,000 USD",Mid-level,Part-Time,India,Medium,India,PhD,2,Automotive
3212,Principal Data Scientist,212906,"More than 180,000 USD",Executive,Contract,Sweden,Small,Sweden,Associate,15,Retail
3213,Data Analyst,172315,"160,000 - 180,000 USD",Executive,Contract,Sweden,Small,Sweden,Master,17,Real Estate
3214,Head of AI,113608,"100,000 - 120,000 USD",Senior,Full-Time,Japan,Large,Japan,Bachelor,6,Consulting
3215,AI Consultant,121211,"120,000 - 140,000 USD",Senior,Part-Time,Sweden,Large,Japan,Associate,6,Government
3216,Robotics Engineer,66069,"60,000 - 80,000 USD",Mid-level,Part-Time,Finland,Large,France,Associate,2,Retail
3217,ML Ops Engineer,64100,"60,000 - 80,000 USD",Mid-level,Contract,France,Small,France,Associate,4,Education
3218,Data Analyst,179215,"160,000 - 180,000 USD",Executive,Part-Time,Germany,Small,Australia,Associate,13,Automotive
3219,Research Scientist,177511,"160,000 - 180,000 USD",Executive,Part-Time,United Kingdom,Small,Australia,Associate,18,Energy
3220,AI Software Engineer,202130,"More than 180,000 USD",Executive,Full-Time,Singapore,Large,Singapore,Associate,17,Technology
3221,AI Research Scientist,199358,"More than 180,000 USD",Senior,Full-Time,United States,Large,United States,Associate,9,Finance
3222,AI Research Scientist,81767,"80,000 - 100,000 USD",Senior,Contract,South Korea,Small,Netherlands,Master,7,Government
3223,Data Analyst,136484,"120,000 - 140,000 USD",Senior,Full-Time,Germany,Small,Germany,Associate,5,Real Estate
3224,Robotics Engineer,239167,"More than 180,000 USD",Executive,Full-Time,France,Large,France,PhD,17,Media
3225,NLP Engineer,191781,"More than 180,000 USD",Executive,Part-Time,Australia,Small,China,Bachelor,10,Consulting
3226,Data Engineer,88707,"80,000 - 100,000 USD",Senior,Freelance,Israel,Small,South Korea,PhD,8,Healthcare
3227,AI Specialist,171698,"160,000 - 180,000 USD",Executive,Contract,Germany,Medium,China,Master,13,Education
3228,Robotics Engineer,69942,"60,000 - 80,000 USD",Entry-level,Contract,Denmark,Medium,Japan,PhD,0,Consulting
3229,Principal Data Scientist,197335,"More than 180,000 USD",Executive,Full-Time,Singapore,Medium,Singapore,Master,16,Retail
3230,Data Scientist,76094,"60,000 - 80,000 USD",Entry-level,Freelance,United States,Small,United States,Bachelor,1,Technology
3231,ML Ops Engineer,272219,"More than 180,000 USD",Executive,Part-Time,Denmark,Medium,China,Master,19,Retail
3232,AI Research Scientist,72874,"60,000 - 80,000 USD",Senior,Part-Time,Israel,Medium,Israel,Associate,8,Media
3233,Autonomous Systems Engineer,251857,"More than 180,000 USD",Executive,Contract,France,Large,France,PhD,11,Media
3234,Data Engineer,127102,"120,000 - 140,000 USD",Executive,Part-Time,Finland,Small,Netherlands,Master,15,Automotive
3235,AI Software Engineer,161339,"160,000 - 180,000 USD",Senior,Freelance,United States,Small,Canada,Associate,9,Retail
3236,AI Specialist,66536,"60,000 - 80,000 USD",Entry-level,Freelance,United Kingdom,Large,United Kingdom,Associate,0,Healthcare
3237,AI Software Engineer,326039,"More than 180,000 USD",Executive,Part-Time,Switzerland,Medium,Denmark,Associate,10,Manufacturing
3238,Machine Learning Researcher,118944,"100,000 - 120,000 USD",Senior,Full-Time,Canada,Medium,Canada,PhD,9,Retail
3239,AI Architect,181001,"More than 180,000 USD",Executive,Freelance,Australia,Small,France,PhD,18,Education
3240,Data Scientist,90935,"80,000 - 100,000 USD",Senior,Full-Time,Israel,Large,Israel,Associate,9,Education
3241,Machine Learning Engineer,230333,"More than 180,000 USD",Executive,Full-Time,France,Large,France,Bachelor,11,Real Estate
3242,Research Scientist,101921,"100,000 - 120,000 USD",Entry-level,Part-Time,Switzerland,Small,Sweden,Associate,0,Telecommunications
3243,Head of AI,82041,"80,000 - 100,000 USD",Senior,Part-Time,Ireland,Medium,Australia,PhD,7,Government
3244,AI Specialist,69068,"60,000 - 80,000 USD",Entry-level,Contract,France,Large,France,Master,0,Consulting
3245,Research Scientist,179157,"160,000 - 180,000 USD",Executive,Freelance,Germany,Medium,Germany,PhD,12,Retail
3246,Research Scientist,56117,"40,000 - 60,000 USD",Mid-level,Full-Time,Austria,Small,Austria,Master,3,Media
3247,Data Analyst,48050,"40,000 - 60,000 USD",Entry-level,Freelance,China,Small,China,Bachelor,0,Healthcare
3248,AI Specialist,182612,"More than 180,000 USD",Senior,Freelance,Denmark,Medium,Denmark,Master,8,Manufacturing
3249,AI Architect,94880,"80,000 - 100,000 USD",Senior,Contract,Sweden,Small,Sweden,Master,9,Media
3250,AI Product Manager,141503,"140,000 - 160,000 USD",Senior,Contract,France,Medium,France,Master,9,Technology
3251,Data Engineer,87821,"80,000 - 100,000 USD",Senior,Full-Time,Japan,Medium,China,Associate,5,Transportation
3252,Head of AI,212355,"More than 180,000 USD",Senior,Part-Time,Denmark,Large,Denmark,Master,8,Automotive
3253,AI Architect,74843,"60,000 - 80,000 USD",Senior,Freelance,South Korea,Medium,South Korea,Bachelor,9,Manufacturing
3254,AI Specialist,143697,"140,000 - 160,000 USD",Executive,Full-Time,Finland,Medium,Finland,Associate,18,Education
3255,Robotics Engineer,242941,"More than 180,000 USD",Executive,Contract,Canada,Large,Canada,PhD,11,Manufacturing
3256,Machine Learning Engineer,160670,"160,000 - 180,000 USD",Executive,Part-Time,Austria,Small,Austria,Associate,16,Gaming
3257,AI Architect,297122,"More than 180,000 USD",Executive,Part-Time,Switzerland,Medium,Switzerland,PhD,11,Transportation
3258,Research Scientist,102202,"100,000 - 120,000 USD",Mid-level,Contract,Sweden,Medium,Sweden,Master,4,Real Estate
3259,Principal Data Scientist,45101,"40,000 - 60,000 USD",Entry-level,Freelance,Israel,Small,Israel,Master,0,Gaming
3260,Head of AI,63754,"60,000 - 80,000 USD",Mid-level,Full-Time,Finland,Small,Switzerland,PhD,4,Manufacturing
3261,AI Software Engineer,77678,"60,000 - 80,000 USD",Mid-level,Freelance,China,Large,China,Bachelor,4,Energy
3262,Autonomous Systems Engineer,183553,"More than 180,000 USD",Executive,Contract,Australia,Small,United States,PhD,19,Transportation
3263,AI Architect,66874,"60,000 - 80,000 USD",Mid-level,Freelance,Israel,Medium,Denmark,PhD,3,Technology
3264,Research Scientist,296563,"More than 180,000 USD",Executive,Contract,Denmark,Small,Denmark,Bachelor,12,Education
3265,ML Ops Engineer,151463,"140,000 - 160,000 USD",Senior,Contract,Switzerland,Small,Switzerland,Associate,9,Retail
3266,Head of AI,72318,"60,000 - 80,000 USD",Senior,Contract,Japan,Small,Japan,Master,9,Finance
3267,Data Scientist,91281,"80,000 - 100,000 USD",Mid-level,Contract,Norway,Small,Norway,Master,2,Education
3268,Computer Vision Engineer,180787,"More than 180,000 USD",Executive,Contract,France,Medium,France,Associate,19,Media
3269,AI Specialist,271945,"More than 180,000 USD",Executive,Freelance,United States,Medium,United States,Bachelor,16,Manufacturing
3270,AI Product Manager,223738,"More than 180,000 USD",Executive,Freelance,Denmark,Large,Austria,Bachelor,11,Consulting
3271,AI Specialist,90900,"80,000 - 100,000 USD",Senior,Full-Time,Ireland,Small,Ireland,Bachelor,5,Media
3272,Deep Learning Engineer,339204,"More than 180,000 USD",Executive,Full-Time,Denmark,Large,Denmark,PhD,15,Telecommunications
3273,Machine Learning Engineer,161023,"160,000 - 180,000 USD",Executive,Full-Time,Germany,Small,South Korea,Master,19,Consulting
3274,NLP Engineer,182901,"More than 180,000 USD",Senior,Full-Time,Denmark,Large,Germany,PhD,7,Retail
3275,AI Product Manager,47175,"40,000 - 60,000 USD",Entry-level,Full-Time,Japan,Large,Japan,Bachelor,0,Finance
3276,AI Product Manager,153635,"140,000 - 160,000 USD",Executive,Freelance,Finland,Small,Finland,Bachelor,14,Media
3277,Machine Learning Engineer,44627,"40,000 - 60,000 USD",Entry-level,Full-Time,Israel,Large,Israel,Master,0,Finance
3278,AI Software Engineer,56871,"40,000 - 60,000 USD",Entry-level,Full-Time,Austria,Large,Austria,Associate,1,Education
3279,Computer Vision Engineer,133602,"120,000 - 140,000 USD",Mid-level,Contract,Denmark,Medium,Denmark,Associate,3,Manufacturing
3280,Data Engineer,159055,"140,000 - 160,000 USD",Mid-level,Freelance,Denmark,Large,India,PhD,3,Manufacturing
3281,Deep Learning Engineer,60695,"60,000 - 80,000 USD",Mid-level,Contract,South Korea,Large,South Korea,PhD,4,Transportation
3282,Data Analyst,160736,"160,000 - 180,000 USD",Mid-level,Part-Time,Switzerland,Large,Switzerland,Bachelor,4,Retail
3283,Machine Learning Engineer,85275,"80,000 - 100,000 USD",Senior,Contract,Israel,Small,United States,PhD,7,Real Estate
3284,AI Research Scientist,128976,"120,000 - 140,000 USD",Senior,Freelance,Canada,Medium,Canada,PhD,8,Government
3285,Autonomous Systems Engineer,163228,"160,000 - 180,000 USD",Senior,Full-Time,Singapore,Large,Singapore,PhD,8,Education
3286,ML Ops Engineer,165393,"160,000 - 180,000 USD",Senior,Full-Time,Germany,Large,Australia,PhD,8,Telecommunications
3287,ML Ops Engineer,71761,"60,000 - 80,000 USD",Entry-level,Contract,Singapore,Small,Singapore,PhD,0,Gaming
3288,Autonomous Systems Engineer,208545,"More than 180,000 USD",Executive,Full-Time,Singapore,Medium,Singapore,Master,12,Media
3289,Robotics Engineer,57499,"40,000 - 60,000 USD",Entry-level,Freelance,Canada,Small,France,PhD,0,Transportation
3290,NLP Engineer,164685,"160,000 - 180,000 USD",Mid-level,Freelance,Switzerland,Large,Switzerland,Bachelor,4,Manufacturing
3291,Principal Data Scientist,58750,"40,000 - 60,000 USD",Mid-level,Full-Time,China,Large,Japan,Master,3,Automotive
3292,AI Product Manager,153129,"140,000 - 160,000 USD",Senior,Full-Time,Netherlands,Large,Netherlands,Associate,9,Telecommunications
3293,NLP Engineer,110826,"100,000 - 120,000 USD",Senior,Full-Time,Netherlands,Small,South Korea,Associate,9,Government
3294,AI Software Engineer,95938,"80,000 - 100,000 USD",Mid-level,Full-Time,Australia,Small,Australia,Bachelor,2,Finance
3295,Principal Data Scientist,58735,"40,000 - 60,000 USD",Mid-level,Freelance,China,Medium,China,Bachelor,2,Transportation
3296,AI Specialist,95499,"80,000 - 100,000 USD",Mid-level,Freelance,Australia,Small,Norway,PhD,3,Energy
3297,Computer Vision Engineer,110164,"100,000 - 120,000 USD",Senior,Part-Time,Japan,Large,Japan,Associate,7,Government
3298,Data Analyst,220844,"More than 180,000 USD",Executive,Part-Time,Switzerland,Medium,Australia,Master,11,Media
3299,Autonomous Systems Engineer,152074,"140,000 - 160,000 USD",Mid-level,Contract,Switzerland,Medium,Japan,Associate,2,Healthcare
3300,Machine Learning Researcher,61932,"60,000 - 80,000 USD",Entry-level,Contract,Sweden,Medium,Austria,Associate,1,Automotive
3301,AI Research Scientist,128710,"120,000 - 140,000 USD",Senior,Full-Time,Netherlands,Small,Netherlands,Bachelor,5,Telecommunications
3302,Autonomous Systems Engineer,63930,"60,000 - 80,000 USD",Mid-level,Contract,Finland,Medium,Finland,PhD,3,Gaming
3303,Research Scientist,71217,"60,000 - 80,000 USD",Entry-level,Freelance,United States,Small,United States,Master,1,Transportation
3304,Machine Learning Engineer,161974,"160,000 - 180,000 USD",Executive,Contract,China,Large,China,PhD,19,Retail
3305,Deep Learning Engineer,338443,"More than 180,000 USD",Executive,Freelance,United States,Large,Norway,Associate,11,Finance
3306,Autonomous Systems Engineer,51068,"40,000 - 60,000 USD",Entry-level,Part-Time,Netherlands,Small,Netherlands,Associate,1,Telecommunications
3307,ML Ops Engineer,81994,"80,000 - 100,000 USD",Mid-level,Part-Time,Germany,Small,Germany,PhD,2,Transportation
3308,Deep Learning Engineer,106461,"100,000 - 120,000 USD",Senior,Contract,Canada,Medium,Singapore,Associate,9,Finance
3309,Deep Learning Engineer,54530,"40,000 - 60,000 USD",Mid-level,Full-Time,Japan,Medium,Japan,Master,4,Manufacturing
3310,Data Analyst,148096,"140,000 - 160,000 USD",Senior,Freelance,Canada,Large,Austria,Master,9,Education
3311,AI Software Engineer,172525,"160,000 - 180,000 USD",Executive,Contract,India,Large,India,Master,19,Technology
3312,Head of AI,72085,"60,000 - 80,000 USD",Entry-level,Freelance,Canada,Medium,Canada,Associate,0,Government
3313,AI Specialist,268894,"More than 180,000 USD",Executive,Contract,United States,Large,United States,PhD,10,Transportation
3314,Data Analyst,150069,"140,000 - 160,000 USD",Executive,Part-Time,Singapore,Small,Singapore,PhD,19,Finance
3315,Research Scientist,60598,"60,000 - 80,000 USD",Mid-level,Part-Time,South Korea,Large,South Korea,Bachelor,4,Retail
3316,Data Engineer,212905,"More than 180,000 USD",Executive,Part-Time,Germany,Large,Germany,Master,14,Healthcare
3317,Autonomous Systems Engineer,38957,"Less than 40,000 USD",Entry-level,Part-Time,South Korea,Medium,South Korea,Bachelor,1,Education
3318,AI Research Scientist,68516,"60,000 - 80,000 USD",Entry-level,Full-Time,Australia,Large,Australia,Bachelor,1,Education
3319,Machine Learning Researcher,230502,"More than 180,000 USD",Executive,Freelance,United Kingdom,Large,United Kingdom,Bachelor,16,Consulting
3320,Principal Data Scientist,97732,"80,000 - 100,000 USD",Mid-level,Contract,Switzerland,Small,Switzerland,PhD,2,Finance
3321,AI Software Engineer,172202,"160,000 - 180,000 USD",Senior,Contract,United Kingdom,Large,United Kingdom,Master,6,Technology
3322,Machine Learning Researcher,126569,"120,000 - 140,000 USD",Mid-level,Full-Time,Norway,Medium,United Kingdom,Bachelor,2,Manufacturing
3323,Research Scientist,75600,"60,000 - 80,000 USD",Mid-level,Full-Time,Israel,Large,Finland,Master,3,Transportation
3324,Data Engineer,131232,"120,000 - 140,000 USD",Senior,Freelance,Germany,Small,Germany,Bachelor,6,Telecommunications
3325,NLP Engineer,174194,"160,000 - 180,000 USD",Senior,Full-Time,Germany,Large,Germany,Bachelor,5,Finance
3326,Autonomous Systems Engineer,151532,"140,000 - 160,000 USD",Senior,Contract,Singapore,Medium,Switzerland,Bachelor,5,Energy
3327,Computer Vision Engineer,81737,"80,000 - 100,000 USD",Mid-level,Contract,France,Small,France,Master,4,Automotive
3328,Computer Vision Engineer,71966,"60,000 - 80,000 USD",Entry-level,Contract,Netherlands,Medium,Netherlands,Associate,0,Technology
3329,Principal Data Scientist,48710,"40,000 - 60,000 USD",Entry-level,Freelance,Japan,Medium,Japan,Bachelor,0,Telecommunications
3330,Principal Data Scientist,162668,"160,000 - 180,000 USD",Executive,Freelance,United Kingdom,Medium,United Kingdom,PhD,13,Media
3331,AI Research Scientist,97938,"80,000 - 100,000 USD",Mid-level,Full-Time,Netherlands,Small,Netherlands,PhD,2,Retail
3332,AI Product Manager,114659,"100,000 - 120,000 USD",Mid-level,Part-Time,France,Large,France,Master,3,Telecommunications
3333,NLP Engineer,69650,"60,000 - 80,000 USD",Entry-level,Part-Time,United States,Large,United States,Associate,1,Manufacturing
3334,AI Consultant,49922,"40,000 - 60,000 USD",Mid-level,Contract,Austria,Small,Austria,Associate,3,Consulting
3335,AI Research Scientist,42986,"40,000 - 60,000 USD",Entry-level,Part-Time,Japan,Small,Japan,Associate,0,Manufacturing
3336,AI Research Scientist,278354,"More than 180,000 USD",Executive,Contract,Germany,Large,United Kingdom,Associate,13,Automotive
3337,Data Analyst,117279,"100,000 - 120,000 USD",Mid-level,Part-Time,Sweden,Large,Sweden,Bachelor,2,Automotive
3338,Autonomous Systems Engineer,58392,"40,000 - 60,000 USD",Entry-level,Contract,Canada,Small,Canada,Associate,1,Energy
3339,Deep Learning Engineer,48855,"40,000 - 60,000 USD",Entry-level,Freelance,South Korea,Large,South Korea,PhD,0,Real Estate
3340,Deep Learning Engineer,235192,"More than 180,000 USD",Executive,Contract,Norway,Small,Netherlands,PhD,17,Retail
3341,AI Product Manager,125516,"120,000 - 140,000 USD",Executive,Full-Time,Australia,Small,Australia,PhD,12,Real Estate
3342,Machine Learning Engineer,137806,"120,000 - 140,000 USD",Executive,Freelance,China,Medium,Ireland,PhD,10,Government
3343,AI Software Engineer,119615,"100,000 - 120,000 USD",Executive,Part-Time,Ireland,Large,Ireland,Associate,17,Media
3344,NLP Engineer,80759,"80,000 - 100,000 USD",Entry-level,Freelance,United Kingdom,Medium,Netherlands,Associate,1,Retail
3345,Data Engineer,145082,"140,000 - 160,000 USD",Executive,Full-Time,France,Medium,France,Bachelor,19,Consulting
