ID_cleaned,AWS,Azure,Docker,GCP,Git,Hadoop,Java,Kubernetes,MLOps,MLP,PyTorch,Python,R,SQL,Scala,PySpark,Tableau,Tensorflow
4653,,,,,,,157457,,,,,157457,,,,,,157457
4654,,,,,,,72743,72743,,,,,,,72743,,,
4655,,,,,,,,,,126574,,,,126574,126574,,,
4656,,,,,,,,,,,88347,,,88347,,,,
4657,,,,,181504,,,,,,,,,181504,,181504,,
4658,,,,,,,,,,,,,,111538,111538,,111538,111538
4659,,,,,,,,,,,,93036,,,,,93036,
4660,,,,97486,,,97486,,,,,,,97486,,97486,,
4661,,,142635,,,,,,142635,142635,,,,,,,,
4662,97010,,,,,,,,,,,,,,97010,,,
4663,,,,,,,,,,,,119269,,,,,,
4664,,,,97414,97414,,,97414,,,97414,,,,,,,
4665,,56529,,,,,,,,56529,,,,,,,56529,
4666,,,,89037,,,,,,,,89037,,,,,,89037
4667,,,,118976,118976,,,,,,,,,,,,,
4668,,,,,,,,,,,,,,,,,,121527
4669,,,,,,,,,101813,,101813,101813,,,,,,
4670,,,,,,,86915,86915,,,86915,,,86915,,,,
4671,,,,,,68489,,,,,,,,,,68489,,
4672,,,50131,,,,,,,,,,,50131,,50131,,50131
4673,,,,91410,91410,,,,,91410,,91410,,,,,,
4674,,,,,,,88179,88179,,,,,,,,,,
4675,,63023,,,,,,,,,,,63023,,,,63023,
4676,,,,,,,114008,114008,,,,,,,,114008,,
4677,,,,,74388,,74388,,,,74388,,,,,,,
4678,,,54497,,,,54497,,,,54497,,,,,,,
4679,,,129991,,,,,,,,,,,,,129991,,129991
4680,,,,,,,,,,72229,72229,,,,,,,
4681,,,,86360,,,,,,,86360,,,,,,,86360
4682,,,71824,,,,,,,,,,71824,,,71824,,
4683,,,,,,,,,58003,,58003,,,,,,,58003
4684,,,,,61792,,,,,,,61792,,,,,61792,61792
4685,,93268,,,,,,,,,,,93268,,,,93268,
4686,,,,,204677,,,204677,,,,204677,,,,,,
4687,164267,,,,164267,,,,,164267,,,,,,164267,,
4688,107543,,107543,,107543,,,,,,,,,107543,,,,107543
4689,,,,,,,,,,,,78464,,,,,,78464
4690,,,,,157666,,157666,,,,,157666,,,157666,,,
4691,,101450,,,101450,,,,,,,,,,,101450,,
4692,,,,,,,,135354,,,,135354,,,,135354,135354,
4693,,,77441,,77441,,,,,77441,,,,,,,,
4694,86198,,,,,86198,,,,,86198,,,86198,,,,
4695,,,175818,,,,,,,,175818,,,,175818,,,
4696,,,103156,,103156,,,,,,,,,103156,,,,
4697,,,,,,100812,,100812,,,100812,,,100812,,,,100812
4698,,,112267,112267,,,,,,,,112267,,,,,,
4699,97681,,,,,,,,97681,,,,,,,,97681,
4700,,,,,212918,212918,212918,,,,,212918,,,,212918,,
4701,,,,,,83838,,,83838,,,,,,83838,,,
4702,,76101,76101,,,,76101,,,,,,,,,,,
4703,,,,,,,,195680,,,,,195680,,,,195680,
4704,,,,75091,,,,,75091,,,,,75091,,,,75091
4705,,,,136392,,,,136392,,136392,,,,,,,,
4706,,,,,,113759,113759,113759,,,,,,,,,,
4707,,66670,,66670,,,,,,,,,,,,66670,,
4708,,265991,,,,,,,,,,,265991,,,,,
4709,,,,154998,,,,,,,,,154998,154998,,,,
4710,,,,102275,102275,,,,,,,,,,,,102275,
4711,,,,,119047,,,,,,,119047,,,,,119047,119047
4712,,,,,,,,113837,,,,,,,,,,113837
4713,,43989,,,43989,,,,43989,,43989,43989,,,,,,
4714,,77459,,,,,,77459,77459,,,,,,,,,
4715,,,,,,133317,,,,133317,133317,,,133317,,,,
4716,,,,,57692,,,,57692,,57692,,,,,,,
4717,68167,,,,,,,,,,,68167,,68167,,,,68167
4718,,,,,155427,155427,,155427,155427,,,,,,155427,,,
4719,,,,,,,100020,,,100020,,,100020,,,,100020,
4720,,,,,,,167007,,,,,167007,,,,167007,,167007
4721,,,,,,,,,,,,56605,56605,,,56605,,
4722,,,,,,,77134,,,,,,77134,,,,,
4723,,,,,,,,79965,,,,,,,79965,79965,,
4724,,,,,,98611,,,98611,,,,98611,98611,,,,
4725,,,,59792,,,,,59792,,,59792,,,,,,59792
4726,,113357,,,,,113357,113357,,,,,,,113357,,,
4727,,,,,,,,99971,,,99971,,,,,,,
4728,,,,,,,,,,,64469,,64469,,,,,
4729,,,,,,90084,,,,90084,,90084,,,90084,,,
4730,,119752,,,,,,,,,,,,119752,119752,,119752,
4731,,,,,,,96023,,,,96023,96023,,,,,,
4732,,207340,,,,207340,,207340,,,,,,207340,,,,
4733,,,,,,,41132,,,,,41132,,,,,,
4734,,,117356,,,,117356,,,,117356,,,117356,,117356,,
4735,,,,,,,160641,,,,,,,,,,,
4736,,,,,,,107007,,,,,,,107007,,,,
4737,,,,,,,,,,,,,,,,,,
4738,,,117957,,,,,,,,,117957,,117957,,,,
4739,,,,,,,,,70615,,,,,,70615,,,
4740,,,,,128919,,,,,128919,,,,,,128919,,
4741,104524,,,,,,,,,104524,,,,104524,,104524,,
4742,,,,,,,,,,,,172907,,,172907,,,
4743,,,187492,,,,,,,,,187492,,,,,,
4744,,,64753,,,,64753,64753,,,,64753,,,,,,
4745,,,,,,85743,,,,,,85743,,85743,,,,
4746,,67383,,,,,,,,,67383,,67383,,,,,
4747,,,,,,,68975,,,,,,,,,,,68975
4748,,196902,,,,,196902,,,196902,,,,,,,,
4749,,,222678,,,,222678,,,222678,,,,,,,,
4750,,,,,,,,,,,,,32977,,,,32977,
4751,,,,53421,,,53421,,,,,,,,,,,
4752,,94267,,,,,94267,,,,,,,,,94267,,
4753,,,,,111674,111674,,,111674,,,,,,,,,
4754,,,,,107349,,,,,,,107349,,107349,,,,
4755,,,,136515,,,136515,,,,,,,,,,,
4756,,,,,,,,,155515,,155515,,,,,,155515,155515
4757,85575,85575,,,,,,,,,,,,,,,,85575
4758,,,,,,,,,,61582,,,61582,,61582,,,
4759,,,,,,,,133038,,133038,133038,,,133038,,,,
4760,,105361,,,,,,,,,,105361,105361,,,,,
4761,,,79846,,,,,,,,,79846,,,,,,79846
4762,,,,,148524,,,,148524,,,148524,,,,,,
4763,,88895,,,88895,,,,,,88895,,88895,,,,,
4764,,,,,82960,,,,82960,,82960,,,,,,,
4765,,42201,,,,,,42201,,,,42201,,,,,,
4766,,49041,49041,,49041,49041,,,,,,,49041,,,,,
4767,,,,,,,,,124367,,,,,124367,,,,
4768,,,,,,,,48884,,,,48884,,,,,,
4769,,,,,,,,,61307,61307,61307,,,,61307,,61307,
4770,,,,,,,,,,,,,,,71451,,,71451
4771,,56658,56658,,,,,,,,,,,,,,56658,56658
4772,132933,132933,,,,,132933,132933,,,,132933,,,,,,
4773,,67853,,,,,67853,67853,,67853,,,,,,,,
4774,,,,,,,,,49354,,,,,,49354,,49354,49354
4775,,,,,,,,,,103139,,,103139,,,103139,103139,
4776,,124373,124373,,,,124373,,,,,,,,,,,
4777,,,,,,,,,68815,,,,,,,68815,,
4778,,,,,,,51387,,,,,,,,51387,,51387,
4779,,,,,,,,,,140613,,,,140613,,140613,,
4780,,,,,,,,66264,,,,66264,,,,,,66264
4781,,,,131390,,,,,,,131390,131390,131390,,,,,131390
4782,107760,107760,,107760,,,,,,,,,,,,,,
4783,,,,,118205,,,,,118205,,118205,,,,,,
4784,,,,,,129306,,129306,,,,129306,,,,,,
4785,,35517,,,,,,,,35517,,,35517,35517,,,,
4786,,,262069,,,,,,,,262069,,,,,,,
4787,51587,,,,,,,,,,,51587,,,,,,
4788,,,,,,,,,,,,,101733,101733,,,,
4789,,159311,,159311,159311,,159311,,159311,,,,,,,,,
4790,,,,,,,,76097,76097,76097,,,,76097,,,,
4791,,,,,,,,60004,,,,60004,,,60004,,,
4792,,,48903,,,,,,,,,,,48903,,,,
4793,64868,,,,,64868,,64868,,64868,,,,,,,,
4794,,,,,,,96858,,,96858,,,,96858,,,,
4795,,,,,,146042,,,,146042,,,,,,,146042,
4796,,,,92724,,,,,,,,,,92724,92724,,,92724
4797,,,,,,,106821,106821,,,106821,106821,,,,,,106821
4798,,,205500,,,,,205500,,,205500,205500,,,,,,
4799,,,,,,,,,144362,,,144362,,,,144362,,
4800,,76236,,,,,,76236,,,,76236,,,,,,
4801,,,,,,,,106139,106139,,,,,,,,106139,
4802,,,,85074,,,,85074,,,,85074,,,,,,
4803,,,,,,,,,,,,,,,,,,
4804,,,,,,,195666,,,,,,,195666,,,,195666
4805,,,,144311,,,,,,,,,,,144311,,,
4806,,108968,,108968,,,,,,108968,,,,,108968,,,
4807,73861,,73861,,,,,,,,,73861,,,,,,
4808,,,,,,,,119986,,,119986,,,,,119986,,
4809,,,,,,,,,,,,,,69708,,,69708,
4810,,,,,,,,,223675,,,223675,,,,,,223675
4811,,,,,,,216388,,216388,,,216388,,,,,,
4812,,,,,,,,,,,129214,,,,,,,129214
4813,,45762,,,,,,,,,,45762,,,,,,
4814,,67197,,,,,,,,,,,67197,67197,67197,,,
4815,,,,,,,93513,,,93513,,,93513,,,,,
4816,,,156153,,,,,,,,,,156153,,,156153,156153,
4817,,52519,,,,,,,,,,,,52519,52519,,52519,
4818,,,,,,,,,97273,,,97273,,,,,,
4819,120198,,120198,,,,,,,120198,,,,,,,120198,
4820,,,,,,,,88690,88690,,,,88690,,,,,
4821,,,,,,76082,,76082,,,,,,,,,,
4822,,,,,,98376,,98376,,,98376,,,,,,,
4823,97742,,,,97742,,,,97742,,,,,,,,,
4824,,,,,,,,,58634,,,,58634,,,,,
4825,,,,,,,194882,194882,,,194882,,,,,,,
4826,,,,,,,,,,,54910,,54910,54910,,,,
4827,,,,,,97824,,97824,,,,,,,,97824,,
4828,,,,,,,121080,,,121080,,,,,,,121080,
4829,,,,,,,108108,,,,,,108108,,108108,,,
4830,52110,,,,,,,,,,,,,,,52110,,
4831,,,,,,,,,,,88464,,88464,88464,,,,
4832,,,,,,,95517,,95517,,,,,,,95517,95517,
4833,,,80455,,,80455,,,,,,80455,,,,,,
4834,,,,,,,,122001,,,,,,,,,122001,
4835,,99139,,,,,,99139,,,,99139,,,,,,
4836,,,,,220236,,220236,,,,,220236,,,,220236,,
4837,,,,,111722,,,,,111722,,111722,,,,,,
4838,,,,,,,,,,,131548,,,,131548,,,
4839,,137612,,,,,,,,,137612,,,,,,,
4840,,,,,,,,89101,,,,,89101,89101,,,,
4841,,109392,,,,109392,,,,,,109392,,,,,109392,
4842,,,,79123,,79123,,,,,,,,,,79123,,
4843,,,,,,85251,85251,,,,,,,,,85251,,
4844,,,,96496,,,96496,96496,,,96496,,,,,,,
4845,,84797,,,,,,,,,,84797,,,,,,
4846,,37181,,,,,37181,,,,37181,,,,,,,
4847,,,,,,,,,,,,138492,,,,,,138492
4848,,,,,,,167796,,,167796,167796,,,167796,,,,167796
4849,,,,145539,,,,145539,145539,,,,,,,,,
4850,,,,,,,,,,,63427,63427,,,,,,63427
4851,52958,52958,,,,,52958,,,,,52958,,,,,,
4852,,,,,103182,,,,,103182,,,,,,103182,,
4853,,,,,,,49461,,,,49461,49461,,49461,,,,
4854,,59404,,,,,59404,,,,,,,,59404,,,59404
4855,,,,106370,106370,106370,,106370,,,,,,,,,,106370
4856,,,,,,,,,,,,122025,122025,,,,122025,
4857,,,,,,,,,,104698,,,,104698,104698,,,
4858,,,,,,,36052,,,,36052,,36052,,,,,36052
4859,,,,190891,,,190891,,,,,,,,,,190891,
4860,,,,60615,,,60615,,60615,,,,,,,,,
4861,,,,,,74581,,74581,,,,,,,,,,74581
4862,,,,,,159428,,,,,,159428,,159428,,159428,159428,
4863,,,,,90930,,,,,,,,,,90930,90930,,
4864,,131045,,,,131045,,,,,131045,,,131045,,,,
4865,,,,,,98030,98030,,,,,,,98030,,,,
4866,,,,,,,138792,138792,,138792,,138792,,,,,,
4867,,,,,,,,,189776,,,189776,,,,,,189776
4868,,61734,,,,,61734,61734,,,,,,,,,,
4869,,,,,,142134,,,,,,,,,142134,,,142134
4870,,,,,,,,143660,143660,,,,,,,,,
4871,,,,,,,,,,,108250,108250,,108250,,108250,,108250
4872,,,,,,,,,,,,,,128857,,,,128857
4873,,,,,,,,,,,,64321,,,,,64321,64321
4874,,,,117072,,,117072,,,,,117072,,,,,,
4875,,,,,,,,,,62731,62731,,,,,,,62731
4876,,,,,,72279,,,,,72279,,,,,,,72279
4877,,,,,,,,,,,122734,,,,,,,
4878,,93777,93777,93777,93777,,,,,,93777,,,,,,,
4879,,,,,,,,59954,,,59954,,,,,,,59954
4880,,,,,58961,,58961,,,,58961,,,58961,,,,
4881,,,,158009,,,,158009,158009,,,,158009,,,,,
4882,,,,,,,,,,,51230,,,,,,,
4883,,268888,,,,,268888,,,,,,,268888,,,,
4884,,,,,,,,179359,,,,,,,179359,,,
4885,34190,,,,,,,,,,34190,,,34190,,,,
4886,,,,,,,138387,,,,,,,138387,,,138387,
4887,,,,,83976,,,,,,,83976,,83976,,,83976,
4888,,,,,,198926,,,,198926,,,,,,,,198926
4889,,,,,81667,,,,,81667,,81667,,81667,,,,
4890,76755,,,76755,,,76755,76755,,,,,,,,,,
4891,,,,,,,,,,,,,91107,91107,91107,,,
4892,,,,,,,,,,,,187440,187440,187440,,,,
4893,,,,,,,107436,107436,107436,,,,,,,,,107436
4894,,,,,,,,69546,,69546,69546,,,,,,,
4895,,,,,,,47211,,,,,47211,47211,,,,,
4896,,,80121,80121,,,,,,,,,80121,,,,,
4897,,100638,,,,,,,,,,100638,,100638,,,,
4898,,,,45615,,45615,,,,,,,,45615,45615,,,
4899,,,,,,,,90646,,,,90646,,,90646,,90646,
4900,,,,,,,131024,,,131024,,,,,,,,
4901,,,,,,,203404,,,,,203404,,,203404,,,
4902,,,,,,,,,,126322,,,126322,,,,,
4903,,,,,,,118168,,118168,,,118168,,118168,,,,
4904,,,,,,43999,,,,,,,,43999,,43999,,43999
4905,,,,,,,46121,,,,46121,,,46121,,,,
4906,,,,,,,,,206613,,,,206613,,,,,
4907,,,,,,,,,,,,144513,,144513,,,,
4908,,,,,,,,,116663,,,,,,116663,,,116663
4909,,,,,123622,123622,,,,,,,123622,,,,,
4910,77776,,,,,,,77776,,,,,,,,,,
4911,,,103835,,,,,,,,,103835,,,,103835,,103835
4912,,,,,,,91128,,,,,,,91128,,,,91128
4913,,,,,,,,,,72798,,72798,,,,,,
4914,,,85424,,,,,,,,,85424,85424,,,,,
4915,,,,,,49147,,,,,,49147,,,,,,49147
4916,,,,,,,,106978,,,,,,106978,,,,
4917,,132764,,,,,132764,,132764,132764,,,,,,,,
4918,252413,,,,,,,,,,252413,,,252413,,,,
4919,,,,,,128067,,,,,,,,,,,,
4920,,,,,,,,122517,,,122517,,,,,,,122517
4921,,,,,,,,,,66576,,,66576,,,66576,,
4922,,,,,134083,,,,,,,134083,,,134083,,,
4923,,,,129699,,,129699,,,,,,,,,,,
4924,,,,,,,,,,,49213,,,49213,,,,
4925,,,,,,118450,,,,,,118450,,,,,,
4926,,,,,,,,,,123935,,123935,,,,,123935,
4927,,,,,,,,,,174843,,,174843,,174843,,,
4928,,,,,,159121,,,,,159121,159121,,,,159121,,
4929,,,,,,,,,,,,93043,,93043,93043,93043,,
4930,,,,,69641,,69641,69641,69641,,69641,,,,,,,
4931,,,121458,,,,121458,,121458,,,121458,,,,,,
4932,,,,,,,,,80910,,,80910,,,80910,,,80910
4933,105096,,,,,,,,,,,105096,,,,,,105096
4934,,,,,,,,178734,,,,178734,,,,,,
4935,,121811,,,,,121811,,,,,,,,,,,
4936,,,,,206886,,,,,,,206886,,,,206886,,
4937,,215355,,,,,,,,,,215355,,,,,,
4938,,,,,,,,46314,,,,,46314,,,,,
4939,,,,55954,55954,,,,55954,,,55954,,,,,,55954
4940,,,,,214206,214206,,,,,,214206,214206,,,,,
4941,,,,47603,,,,47603,,,47603,,,,47603,,,
4942,,,,,,,,,,,,,,94183,94183,,,
4943,,,,115528,115528,,,,,,115528,115528,,,,,,
4944,,,,,93102,,,,,,,,,93102,,93102,,
4945,,,,120914,,,120914,,,,,,120914,,,,120914,
4946,98656,,,,,,,,,,,,,,98656,,,98656
4947,,,,,,,,242437,,,,,,,242437,,,
4948,,345228,,,,345228,,,,,,,,,,345228,,
4949,,,,158293,,,,,,,,158293,,,,,,158293
4950,,,,,57612,,,,57612,,,,,,,,,
4951,,,,237173,,,,,,237173,,,,,,,,
4952,,226516,,,,,,,,,,,,226516,,,,226516
4953,,48584,,,,,48584,,,,,48584,,,48584,,,
4954,,,,,,,,,,,,92641,,92641,,,92641,92641
4955,,,,,,,,,,,92743,92743,,92743,,,,
4956,,,,,,,,,,,69149,,,,69149,,,
4957,,,,,,,,138008,,,,138008,138008,,,,,
4958,,,,,,,,,,,,36553,,,,,,36553
4959,,82921,,,,,,,,,,82921,,,,,,82921
4960,118865,,,,,,,118865,,,118865,,,,,,,118865
4961,,,,,,72360,72360,,,,,,,72360,,,,72360
4962,,,,,,,,,64858,,64858,,,64858,64858,,,
4963,,75587,,,,,,,,,,75587,,,,,,
4964,,,46856,,,46856,,,,,,,,,,,,46856
4965,,,112650,112650,,,,,,,,112650,,,,,,
4966,,90097,,,,,,,,,,90097,,,,,,
4967,,,,73980,,,,,,,,,,,73980,,,
4968,,,,320849,,,,,,320849,,,,,,,320849,
4969,165290,165290,,165290,,,,,,,,165290,165290,,,,,
4970,,,117475,,,,,,,,,,,117475,117475,,117475,
4971,,,97505,,,,,97505,,,,97505,,,,97505,97505,
4972,,,105527,,,,,105527,,,,105527,,,,,,
4973,,,,,,,,,,,,,,,57436,,,
4974,,64509,,,,,,64509,,,,,,64509,,,,
4975,,,,,,79958,,,,,,79958,,,,,,
4976,,,,78575,78575,,,,,,,,,,,,,
4977,,,95039,,,,,,,,,,,,,,,
4978,,,,,,,,47838,,,,47838,,,47838,,,47838
4979,,,,250873,,,,,,,,250873,250873,,,,,
4980,,,,,,59483,,,59483,,,59483,,,,,,
4981,,,,149960,,,,,,,149960,,,,,,,149960
4982,,,,,82304,,82304,,,,,,,82304,,,,
4983,,65507,,,,,,,65507,,,65507,,,,,,
4984,,139402,,,,,,,139402,,,,139402,139402,,,,
4985,,,,,46291,,46291,,,,,46291,,,,,,
4986,,,,,,,195647,,,195647,,195647,,,,,195647,
4987,,,,,,,,,,,,61653,,,61653,,61653,
4988,,,,,,54707,54707,,,,,54707,,,,,,54707
4989,93488,,,93488,,,,93488,,,,93488,,,,,,
4990,,58368,,,,,58368,,,,,,,,,,,
4991,,150930,,,,,,,,150930,,,,,,,,
4992,,,,,49624,,,,,,,49624,,,,,,
4993,,,,,78968,,78968,,,,,,,,,,,
4994,73817,,73817,,,,,,,,,73817,,73817,,,,
4995,,,,,71342,71342,71342,,,,,,,71342,,,,
4996,,,,,,,,,,,,,,,110450,,,
4997,,,174739,,,,,,,,174739,,,174739,,,174739,
4998,,,,77746,,,,,77746,,,,,77746,,,,
4999,,,,,,,,,,,,,,116592,,,116592,
5000,89632,,,,,,,89632,,,,89632,,,,,,89632
5001,,,,,,,,,112834,,,,,112834,,,,
5002,94160,,,,,,,,,94160,,,,,,,94160,94160
5003,,,,81397,,,,,,,,,81397,,81397,,,
5004,,,,140129,,,,,140129,,,,,140129,140129,,,
5005,247664,,,247664,,,,247664,,247664,,,,,,,,
5006,,,66040,,,,66040,,,66040,,,,,66040,,,66040
5007,,,,,172202,,172202,172202,,,,,,172202,,,,
5008,,,,,,,,42509,42509,,,,,42509,,,,
5009,,,,,94844,,,,,,,,,94844,,,,94844
5010,,,,,,,,,57433,,,57433,,,,,,57433
5011,,,,124365,,,,,,124365,,124365,124365,124365,,,,
5012,,,238496,,,,,238496,,,238496,,,,,,,
5013,,,,,,37420,,,,,,37420,,37420,,,,
5014,,,,253381,,,,,,,,253381,,,,,253381,
5015,,126229,,,,126229,,126229,,,,126229,,,,,126229,
5016,,,,,81867,,,81867,,,81867,,,,,,81867,
5017,,,,,,131190,131190,131190,,,,131190,,,,,,
5018,,,,,130445,,,130445,,,,,130445,130445,130445,,,
5019,,,,,,,,,216468,,,,,216468,216468,,,216468
5020,,,,,,,,,,,,,148896,,148896,,,
5021,,85663,,,,,,,,,,85663,,,,,,85663
5022,,,,,,,,65067,,,,65067,,,,,65067,
5023,,,,,,,,,,,,,104098,,104098,,,
5024,87851,,,,,87851,,87851,,,,,,87851,,,,
5025,,,,,63265,,,,,,,,63265,,63265,,,
5026,,,,,,,73159,73159,,73159,,,,,,,73159,
5027,,,,85360,,,,,,85360,,85360,,85360,,85360,,
5028,,100714,,,,,,,,,,100714,,,,,,
5029,,,,183897,,,,183897,,,,,,,,,,
5030,,,,,,,73256,,,,,,73256,,,,73256,
5031,,,,,,,,,211282,,,,211282,,,,211282,
5032,,,,88417,,,88417,,,,,88417,,,,,88417,
5033,,,188736,,,,,,,,,188736,,,,,,188736
5034,75639,,,,,,,75639,,,,,,,,,,
5035,,,,,163410,,,,,,,,,,,163410,,163410
5036,,,,,51802,51802,,,,,,,51802,,51802,,,51802
5037,,,,55007,,,,,,,55007,,,,55007,,,
5038,,,,,87753,,,,,,,,,,,87753,,
5039,,65270,,65270,,,,65270,,,,65270,,,,,,
5040,,,,,,,,,,179668,,,,,,,,
5041,,,,,,,59397,,,59397,,,,59397,59397,59397,,
5042,,,80369,,80369,80369,,,,,,80369,,,,,,80369
5043,,,,,73328,,,73328,73328,,73328,73328,,,,,,
5044,,80349,,80349,,,,,,,,80349,80349,,,,,
5045,,,,,,,,,,,98948,,,,98948,,,
5046,,,,,112840,,,112840,112840,,,,,,,,,
5047,,,,,106633,,,106633,106633,,,,,,,,,
5048,91240,,91240,,,,91240,,,,,,,,,,,
5049,,,,,,,,103282,,,,,,,,,103282,103282
5050,,,43596,,,,,43596,,,,,,,,,43596,
5051,,,,,,,,,,,113988,,,,,,,
5052,,,,,,,,163552,,,163552,,,,,,163552,
5053,,,,53083,,53083,,,,,,,,,,,,
5054,66010,,,,,,,,,66010,,66010,,,,,,
5055,,,,,,62983,62983,,62983,62983,,,,,,,,
5056,,,,,,,,333965,333965,,,,,,333965,,,
5057,,,66011,66011,,,,,,66011,,,66011,,,,,
5058,,,,78206,,,,,,,,78206,,,78206,,,
5059,,,70992,,70992,,,,,,,,70992,,,,,
5060,,,,,74401,,,,,,,74401,,,,,,
5061,,141594,,,,,,,,,,141594,,,141594,,,
5062,,,60086,,,,,,,,,,,60086,,,60086,
5063,,,,,,,,,,,,91135,,,,,,
5064,,,,,,66941,,66941,,,,,66941,,,,,
5065,,,,196688,196688,,196688,,,,,,,,,,,
5066,,,44462,,,44462,,,,,,,,44462,,,,
5067,,181979,,,,181979,,,,,,,,181979,,,,
5068,,,,,,127730,,127730,,,,,,127730,,,,
5069,,,,,,,,,,,,,,,52943,,,
5070,73980,,,,73980,,,,,,,,,73980,,,,
5071,,,,,124242,,,,,,,,124242,,,,124242,
5072,,,,,,,105429,,,,,,105429,,105429,,,
5073,,,88279,,,,,,88279,88279,,,,88279,,,,
5074,,,,,,,,166828,,,,,,,,,166828,
5075,234880,,,,,,,234880,,,234880,,,,,,,234880
5076,,,,,,,,,74577,,,74577,,74577,74577,,,
5077,,,53691,,,,,,,,,,,,,,,
5078,139100,,,139100,,,,,,,,,,139100,,139100,,
5079,,,,,,102383,,,,,102383,,,102383,,,,
5080,,,,,,99560,,,99560,,,,,,,,,
5081,,,,,112684,,,,,,,,,112684,,112684,,112684
5082,,,,,,56830,,,,,,,,,,,56830,
5083,,,,,87292,,,87292,,,,,,,,,87292,
5084,,,,126687,,,,,,,126687,,,,126687,,,
5085,92064,,,,,,92064,,92064,,,,92064,92064,,,,
5086,,,,,,82157,,,,,,,82157,,82157,,,
5087,,,,,,,109878,,,109878,,,,,,,109878,
5088,,129529,,,,,,,129529,,,129529,,,,129529,,
5089,,,,,135093,,,,,,,,,,135093,,,
5090,,,,,,,108810,,,,,,108810,,,108810,,
5091,,,,,,122159,,,,,,,122159,,,122159,,
5092,,,,,,,,,,,,82530,,,82530,,,
5093,,,,70959,,70959,,,,,,,70959,,,,,70959
5094,,,,,62471,,,,,,,,,,,62471,,
5095,,,,,,,,,,288318,,288318,,288318,288318,,,288318
5096,,,,59797,,,,59797,,,,,,,59797,,,
5097,,70791,,,,,,70791,70791,,,70791,,,70791,,,
5098,,,,,98606,,,,,,,,,,,,,
5099,,,140375,,,,,,,,,140375,,,,,,140375
5100,,,,,,161632,,,,,,,,,,,161632,
5101,,,,,,,,,,71415,71415,,,,,,,
5102,,,,94600,94600,,,94600,,,94600,,,,,,,
5103,,,,,,211100,,,,,211100,211100,,,,,211100,
5104,,205127,,,,,205127,,,,,,,205127,205127,,,
5105,,,,124633,124633,,,,,,124633,,124633,,,,,
5106,,,,,,,,,,56219,,,56219,,,,,
5107,,,,195002,195002,195002,,,195002,,,,,,,195002,,
5108,,,53082,,53082,53082,,,,53082,,,,,,,53082,
5109,,,,90891,,,,,,,,90891,,,,90891,,90891
5110,,,,77267,,,,,,,77267,,,77267,,,,
5111,,,,,,103347,,,,,,,103347,,,103347,,103347
5112,,,,,,110448,,110448,110448,,,,,110448,,,,
5113,,,,,,,92265,,,,92265,,,92265,,,,
5114,,,,,,,,48077,,,48077,,,,,48077,,
5115,,,,,108212,108212,108212,108212,,,,,,,,,,
5116,,,98025,,,,,,,98025,98025,,,,,,,
5117,,92281,,,92281,,92281,,,,,,,92281,92281,,,
5118,90425,90425,,,,,,,,,,,,,,90425,,
5119,,145027,,,,145027,145027,,,,,,145027,,,,,
5120,,,,90298,,,90298,,,,,,,,,,,
5121,,69679,,69679,,69679,,,,,,,,,69679,,,
5122,,,,,,112178,,,,,,,,,,,,
5123,,136886,,,,,,,,,,,,,,,136886,136886
5124,,,,,,,,,,,,,,,249294,249294,249294,
5125,,,,,176189,,,176189,,176189,176189,,,176189,,,,
5126,,,,138678,,,,,,,,,,,,,,
5127,,,,,,152664,,,,,,,,,,,152664,152664
5128,,,,,,,,,,96458,,,96458,,,,96458,
5129,,,52220,,,,,,,,,,,,52220,,,
5130,,,,,76318,,,,,,76318,,,76318,,,76318,
5131,42452,42452,42452,,,,,,,,42452,,,,,,,
5132,,,,,,,,,,,,63023,,,,63023,,
5133,,,,,,110680,,,,,110680,,,,,110680,,
5134,,,,,,,,100844,,,100844,100844,,,,,,
5135,,,,,,,106118,,,,,,106118,,,,106118,
5136,,,,,,,,,,,,,,,,,,172592
5137,,,,,90491,,,90491,90491,90491,,,,,,,,90491
5138,,,,,258989,,,,,,,258989,,,,,258989,
5139,,,,,,,,,,,,85264,85264,,,,,
5140,,,,,,,,,,,,39991,,,39991,,,
5141,281427,,,,,,,,281427,,,,,281427,,,,
5142,,,,,,,,,,,,59958,,,,,,59958
5143,,,,,,,57284,,,,,,,57284,,57284,,
5144,,,,,,,,91631,91631,,91631,,,,,,,91631
5145,,,,,,,152130,,,,,152130,,,152130,,,
5146,111678,,,111678,,,,,,,,,,,,111678,,111678
5147,,,,,,,83861,83861,,,,,,83861,,,,83861
5148,,,165378,,,165378,,165378,,,,,,,,,,
5149,,225951,,,,,,,,225951,,,,,,,225951,225951
5150,,,,,78878,,,78878,78878,,78878,,,,,,78878,
5151,,,,,246672,,246672,,,,,,,246672,,,246672,
5152,,,,,,,,,,,,109210,109210,,,,,
5153,,,,,,,,,,,,139872,,,139872,,,
5154,,,,284008,284008,,,,,,,,,,284008,,,
5155,,55096,,,,55096,,,,55096,,,,,,55096,,
5156,,148187,,,,,148187,,,,,,,,,,,148187
5157,,,,,,,,,42268,,,,,,,,42268,
5158,,,,,104199,,,,,,104199,,,,,,,
5159,,,,172869,,,172869,,,,,172869,,,,,,172869
5160,,72127,72127,,,,,,,,,72127,,72127,,,,
5161,,,,,,,,,36523,,36523,,,36523,,,,
5162,,,,,,,,104227,,104227,,,104227,,,,,104227
