ID_cleaned,is_AWS_required_skills,is_Azure_required_skills,is_Docker_required_skills,is_GCP_required_skills,is_git_required_skills,is_Hadoop_required_skills,is_Java_required_skills,is_Kubernetes_required_skills,is_MLOps_required_skills,is_MLP_required_skills,is_PyTorch_required_skills,is_Python_required_skills,is_R_required_skills,is_SQL_required_skills,is_Scala_required_skills,is_Pyspark_required_skills,is_Tableau_required_skills,is_TensorFlow_required_skills
3354,,,,,,,,Kubernetes,MLOps,,,,R,SQL,,,,
3355,,Azure,Docker,GCP,,,,,,,PyTorch,,,,,,,
3356,,,,,,,,,,,,Python,,,Scala,,,
3357,,,,,,Hadoop,,,,,PyTorch,,,,,,,
3358,,,Docker,,,Hadoop,,,,,,Python,,,,,,
3359,,,,,,,,,MLOps,,,Python,,SQL,Scala,,,
3360,,,Docker,,,Hadoop,,,,,PyTorch,,,,Scala,,,
3361,,Azure,,,,,,,,,,Python,,,,,Tableau,
3362,,,,,,,,,,MLP,PyTorch,,,,,,Tableau,
3363,,,,,,,,,,,,Python,,,,,,TensorFlow
3364,,,,GCP,,,,,,,PyTorch,,,,Scala,,,
3365,,,,GCP,,,Java,,,MLP,PyTorch,,,,,PySpark,,
3366,,,,,Git,,,,,,PyTorch,,,,,,,
3367,,,,,,,,,,MLP,,Python,,SQL,,,,
3368,,,,,,,,Kubernetes,,,PyTorch,,,,,,,
3369,,,,,,,,Kubernetes,,,,,,SQL,,,,
3370,AWS,,,,,,,,,,,,,,Scala,,Tableau,
3371,,,,,,,,,,,,,R,,,,,TensorFlow
3372,,,,,,Hadoop,,,,,,Python,,,Scala,PySpark,,
3373,,,,,,,,,,,PyTorch,,,SQL,,,,
3374,,,,GCP,,Hadoop,,,,,,,R,SQL,,,,
3375,,,,,,,,Kubernetes,MLOps,,,,,,Scala,,,
3376,,,,GCP,Git,,,,,,,Python,,,Scala,,,
3377,,,,,,,,,,,,Python,,,Scala,,,TensorFlow
3378,AWS,,,,,,,,MLOps,,,Python,,,Scala,,Tableau,
3379,,,,,,,Java,,,,,Python,,SQL,,,,
3380,,,,,,,,Kubernetes,,,,,,,Scala,PySpark,,
3381,,,,,,Hadoop,Java,,,,,,,,,,,TensorFlow
3382,,,,,Git,,,,,,,Python,,SQL,,PySpark,,
3383,,,,,,,,,,,,Python,,,,,Tableau,TensorFlow
3384,,,,,Git,,,,,,,Python,,,Scala,,,
3385,,Azure,,,,,,,MLOps,,PyTorch,,,,,,,
3386,,,,,,,Java,Kubernetes,,,,,,,,,,
3387,,,,,,,,,,MLP,,Python,R,,,,,
3388,AWS,,,,,Hadoop,,,,,,Python,,,,,,TensorFlow
3389,,,,GCP,,,,,,,PyTorch,,,,,,Tableau,
3390,,,,,,,,,,,,,R,SQL,,,,
3391,,,,,,,,Kubernetes,,MLP,,,,,,,,
3392,,,,,,,,,,,,Python,R,,,PySpark,,
3393,,,,,,,,,,MLP,,,,,,,,
3394,AWS,,,,Git,,,,,,,,R,,,,,
3395,,,,,,Hadoop,,Kubernetes,,,,,R,,,,,TensorFlow
3396,,,,GCP,,,,,,MLP,,,R,,,,,TensorFlow
3397,AWS,Azure,,,,,,,,,,,,,,,,
3398,,,,GCP,Git,,,,,MLP,,,R,,,,,
3399,,,,,Git,Hadoop,,,,,,Python,,,Scala,,,
3400,,,Docker,,,,,,,MLP,,,,,,,,
3401,,,,,,,Java,,MLOps,,,,,,Scala,,,TensorFlow
3402,,,,,,,,,,,,,,SQL,,,Tableau,
3403,,,Docker,,,,,,,,,Python,,,,PySpark,,
3404,,,,,Git,,,,,,,,,SQL,,,,
3405,,,,,,,,,,MLP,,,,,Scala,,Tableau,TensorFlow
3406,,,,,,,,,MLOps,,,,,,,PySpark,,
3407,,,,GCP,,,,,,,,,,,,,,
3408,,,Docker,,Git,,,,MLOps,,,,R,SQL,,,,
3409,,,,,,,,,,,,,,,,PySpark,,
3410,,,,,,,,,MLOps,MLP,PyTorch,,,,Scala,,,
3411,,,Docker,,,Hadoop,,,,,PyTorch,,,,,,,
3412,,Azure,,,,,,,,,,,R,,Scala,,,
3413,,,,,,,,,,,,Python,,,,,,TensorFlow
3414,,,,,,,,Kubernetes,,,,Python,,,,,,TensorFlow
3415,,,,GCP,,,,Kubernetes,,,,,,SQL,,,Tableau,
3416,,,,,,,,,,,PyTorch,,R,,,,,
3417,,,,,,,,,,,,Python,,,,,,
3418,,Azure,,,,,,Kubernetes,,,,,,SQL,Scala,,,
3419,,,,,,,,Kubernetes,,,,,,,,,,
3420,,,,,,Hadoop,,,MLOps,,,,,,Scala,,,
3421,,,,,,Hadoop,,,,,,Python,,SQL,Scala,,,
3422,,,,,Git,Hadoop,,,,,,,,SQL,,,,
3423,,Azure,,,,,Java,,,,,,,SQL,,,,
3424,,,Docker,,Git,,,,,MLP,,Python,,,,,,
3425,,,,GCP,,,,,,,,,,,,PySpark,,
3426,,,,,Git,,,,,,,Python,,,,,,
3427,AWS,,,,,,,,,,,Python,,,,,Tableau,TensorFlow
3428,,Azure,,,,,Java,,,,,,,SQL,Scala,,,
3429,,,,,,,Java,Kubernetes,,,PyTorch,,,,,,,
3430,,,,,Git,,Java,,,,PyTorch,,,,Scala,,,
3431,,,,,Git,,,,,MLP,,,R,,Scala,,,
3432,,,,,Git,,Java,Kubernetes,,,,,,,,,,
3433,,,,GCP,,,Java,,,,,Python,,,Scala,,,
3434,,,,GCP,,,,,,,PyTorch,,R,,,,,
3435,,,,,,,Java,,,MLP,,,,,Scala,,Tableau,
3436,,,,,,,Java,,,,PyTorch,,,,,,,
3437,,,,,,Hadoop,,,,,,,,SQL,,,,TensorFlow
3438,,,,,Git,,Java,,MLOps,,,,R,,,,,
3439,,Azure,,GCP,,,,,,,PyTorch,,,,,PySpark,,
3440,,,,,,,,,,,,Python,,,Scala,,,
3441,,,Docker,,,,,,MLOps,,,Python,,,,,,
3442,,,,,,,Java,Kubernetes,,,,Python,,,,,,
3443,AWS,,,,,,,,,,,,R,SQL,Scala,,,
3444,,,,,,,,,,,,,R,,Scala,,Tableau,
3445,,Azure,,GCP,,,,,,,,,,,Scala,,,
3446,,,,GCP,,,,Kubernetes,,,,,R,,,,,
3447,,,,,,Hadoop,,Kubernetes,,,,,,SQL,Scala,,,
3448,,,Docker,,,,,Kubernetes,,,,,,,Scala,,,
3449,,,,,Git,,,,,,,,,SQL,,,,TensorFlow
3450,AWS,,,,,,,,,,,,,,,PySpark,Tableau,
3451,,Azure,,,,,,,,,,,,,,,,TensorFlow
3452,,,,,,Hadoop,,Kubernetes,,,PyTorch,,,,,PySpark,,TensorFlow
3453,,,,,,,,,MLOps,,,Python,,,,,,
3454,,,,,,Hadoop,,,MLOps,,,Python,R,,,,,
3455,,Azure,,,,,,,,,PyTorch,,,,Scala,PySpark,,
3456,,,,,Git,,,,,MLP,,,,,Scala,,,
3457,,,Docker,GCP,,,,,,,,,,SQL,Scala,,,
3458,,,,,,,Java,,,,,,,SQL,Scala,,,
3459,,,,,,,Java,,,,,Python,,,,,,
3460,,,,,,Hadoop,,,MLOps,,,,,,,PySpark,,TensorFlow
3461,AWS,Azure,Docker,,,,,,,,,,R,,,,,
3462,,,Docker,,,,,,,,,,,SQL,,,,
3463,,,,,,,,,,,PyTorch,Python,,,,,,TensorFlow
3464,,,,,,,,,,,,,,,Scala,,,
3465,,,,,,,Java,,,,,,,,Scala,,,
3466,,,,GCP,,,Java,,,,,,R,,,,Tableau,
3467,,,Docker,,,,,,,,,,,,,,,
3468,,,,,,,,,MLOps,MLP,,Python,,,,,,TensorFlow
3469,,,,,,,,,,MLP,,,R,SQL,,,,
3470,,,,,,,,,MLOps,,PyTorch,,R,,,,,TensorFlow
3471,,,,,,,,,,,,Python,,SQL,,,,
3472,,,,,,Hadoop,,,,,,Python,,SQL,,,,
3473,,,,,,Hadoop,Java,,,,PyTorch,,,,,,,
3474,,,,GCP,,,,,MLOps,,,,,SQL,,,,
3475,,,,,Git,,,,,MLP,,Python,,,,,,
3476,,,,,Git,Hadoop,,,,,,,,SQL,,PySpark,,
3477,,,,,Git,,,,MLOps,,,,,,,,,
3478,,Azure,,,,,,Kubernetes,,,,,,,Scala,PySpark,,
3479,,,,,,,,Kubernetes,,,,,R,,,,,TensorFlow
3480,,,,,,,,,,,,,,,,PySpark,,
3481,,,,,,,,,,,PyTorch,,,,,,Tableau,TensorFlow
3482,AWS,,Docker,,,,,Kubernetes,,,,,R,,,,,
3483,,,Docker,,,,,,MLOps,,PyTorch,,,,,,Tableau,
3484,,,Docker,,,,,,,,,,,SQL,,,,TensorFlow
3485,,,,,,,,,,,,Python,,,Scala,,,
3486,AWS,,,,,,,,MLOps,,PyTorch,,R,,,,,
3487,,,,,,Hadoop,,,MLOps,,,,,,,,,
3488,,,,,Git,Hadoop,Java,,,,,,,,,,,
3489,,,,,,Hadoop,Java,,,MLP,,Python,,,,,,
3490,,,,,Git,,,,,,,,R,,Scala,,,
3491,,,,,Git,,,,,,,Python,,,Scala,,,
3492,,Azure,,GCP,,,,,,,,Python,,,,PySpark,,TensorFlow
3493,,,,,,,Java,,,,,,,,,PySpark,,
3494,,,,,Git,,Java,,,,,,R,SQL,,,,TensorFlow
3495,,Azure,,,,,,,,,,,,,Scala,,,
3496,,,,,Git,,,,,MLP,PyTorch,,,,,,,
3497,,,,GCP,,,,,,,PyTorch,Python,R,,,,,
3498,AWS,,,,,,,,MLOps,MLP,,,,,,PySpark,,
3499,,,,,,,,Kubernetes,,,PyTorch,,,,,PySpark,,
3500,,,,,Git,,Java,,MLOps,,,,R,SQL,,,,
3501,AWS,,,,,,,,,MLP,,Python,,,,,,
3502,,,,,,Hadoop,,,,,,,,,,,,
3503,,Azure,,,,,,,,,,Python,,SQL,,PySpark,,
3504,,,,,,,Java,,,,,,,SQL,,,,
3505,,,,,Git,,,Kubernetes,,,,,,,,,,TensorFlow
3506,AWS,,,,,,,Kubernetes,,MLP,,,,,,,,
3507,,,,,,,,,MLOps,,,,,SQL,,,,
3508,,,,,Git,,,Kubernetes,,,,,,SQL,,,,
3509,,,Docker,,Git,Hadoop,,Kubernetes,,,,,,,Scala,,,
3510,AWS,,,GCP,,,,,MLOps,,,,,,,,,TensorFlow
3511,,,,,,Hadoop,,,,,PyTorch,,,SQL,,,Tableau,
3512,,,,,,,,Kubernetes,MLOps,,,,,,,PySpark,,TensorFlow
3513,,,,GCP,,Hadoop,Java,,MLOps,,,,,,,,,
3514,,Azure,,,Git,,,Kubernetes,,,,Python,,,,,,
3515,,Azure,,,,,,,,,,,R,,,,,
3516,,,,GCP,,,,,,,PyTorch,,,SQL,,,,
3517,,,,,,,,,,,,,,,,,,TensorFlow
3518,,,,,,Hadoop,Java,,,MLP,,,,,Scala,,,
3519,,,,GCP,,,,,MLOps,,,,,,,,,
3520,,,,GCP,,Hadoop,Java,,,MLP,,,,,Scala,,,
3521,AWS,,,,Git,,,Kubernetes,,,,,,SQL,,,,
3522,,,,,Git,Hadoop,,,MLOps,,,,,,Scala,,,
3523,AWS,,,GCP,,,,,,,,,R,,,,Tableau,
3524,,Azure,,,,,,,,,,Python,,SQL,,,,
3525,,,Docker,,,,,,,,PyTorch,Python,,,,,,TensorFlow
3526,,,,,Git,,,,,,,Python,,,Scala,,Tableau,
3527,,,,,Git,Hadoop,,,,MLP,PyTorch,,,,,,,
3528,,,,,,,Java,Kubernetes,MLOps,,,Python,,,,,,TensorFlow
3529,,,,,,,Java,,,,,,,SQL,,PySpark,,
3530,,,,GCP,,,,,,,,,,,,,Tableau,
3531,,,Docker,,,Hadoop,,Kubernetes,,,,,R,SQL,,,,
3532,,,,,,Hadoop,,,,,,,,,Scala,PySpark,Tableau,
3533,,,,,,,,,,,,,,SQL,,PySpark,,
3534,,,,,,,,,,,PyTorch,,,SQL,,,,
3535,,,,,,,Java,,MLOps,,,Python,,,,,Tableau,
3536,,,,GCP,,Hadoop,,,,,,,R,SQL,,,,
3537,,,,,,Hadoop,,,,,,Python,,,,,,TensorFlow
3538,,,,,,,,,MLOps,,PyTorch,,,SQL,,,,
3539,,,,,,Hadoop,,Kubernetes,,MLP,,,,,,,,
3540,,,,,,,Java,,,,PyTorch,,,SQL,,PySpark,,
3541,,,,,,,,,MLOps,,,,,,,PySpark,,
3542,,,,,Git,Hadoop,Java,,,,,,,,,,,
3543,,,,GCP,,,,,,,PyTorch,,,SQL,,,,
3544,,,Docker,GCP,,,,,,,PyTorch,,,SQL,,,,
3545,,Azure,,,,,,Kubernetes,,,,,,SQL,,,,
3546,,,,,,,Java,Kubernetes,,,,,,SQL,,PySpark,,
3547,,,,GCP,Git,,,,,,,,,,,PySpark,,
3548,,,,,,,Java,Kubernetes,,MLP,,,,,,,,
3549,AWS,,,GCP,,,,,,,,Python,,,,,,TensorFlow
3550,,,,,,,,Kubernetes,MLOps,,,,,,Scala,,,
3551,,,,,,,,Kubernetes,,MLP,,,,,Scala,,,
3552,,,,GCP,,,,,,,,Python,,,,,,
3553,,,,,,,Java,Kubernetes,,,,,,SQL,,,,TensorFlow
3554,,Azure,,,,,Java,,,,,Python,,,Scala,,,
3555,,,,,,Hadoop,,,,,,,,,,,,TensorFlow
3556,,,,,,,,,MLOps,,,,,,Scala,,,
3557,AWS,,,,,,,,,,PyTorch,,,SQL,,,,
3558,,,,,,Hadoop,Java,,,MLP,,,,,Scala,,Tableau,
3559,,Azure,Docker,,Git,,,,,MLP,,,,,,,,
3560,AWS,,,,,,Java,,,,PyTorch,,,SQL,,,,TensorFlow
3561,,,,,,Hadoop,,,MLOps,,,,,,,,,
3562,,,,,,,,,MLOps,,,,,SQL,,,,TensorFlow
3563,,,,,Git,,Java,,MLOps,,,,,,Scala,,,
3564,,,Docker,,,Hadoop,,,,,,Python,,,,,,
3565,,,Docker,,,,,,,MLP,PyTorch,,,,,,,
3566,,,,,,Hadoop,,,,,PyTorch,,,SQL,,,,
3567,,,,,,,Java,,,,,,R,,,PySpark,,
3568,,,,,,,,Kubernetes,,,PyTorch,,,,,,,
3569,,,,,Git,,,Kubernetes,,MLP,,Python,,,,PySpark,,
3570,,Azure,,,,,Java,,,,,Python,,,,,Tableau,
3571,,,,,,,,,,,,Python,,,,,,
3572,,Azure,,,,Hadoop,,,,,PyTorch,,,,,,Tableau,TensorFlow
3573,,,,,,Hadoop,,Kubernetes,,,,Python,,,,,,
3574,,,,,,,,,,,,,R,,,,,
3575,,Azure,,,Git,,,,,,,Python,,,,,,
3576,,,,,,,Java,,,,,Python,R,,Scala,,,
3577,,,,,,Hadoop,,,,,,,,SQL,,,,
3578,,,,,,,,,MLOps,,PyTorch,,,,,,,TensorFlow
3579,AWS,,,GCP,Git,,,,,,,Python,,,,,Tableau,
3580,,,Docker,,Git,,Java,,,,,,,,,,,
3581,,,,,,,Java,,,,PyTorch,,R,,,PySpark,,TensorFlow
3582,AWS,,Docker,,,,,,,MLP,PyTorch,,,SQL,,,,
3583,,,,,,,Java,,,,,,R,,Scala,,,
3584,,,Docker,,Git,,,,MLOps,,,,,,,,,
3585,,,,,,,,,,MLP,PyTorch,,R,,,,,
3586,,Azure,,GCP,Git,,,,,MLP,,,,,,,,
3587,,Azure,,,,Hadoop,,Kubernetes,,,,,,,,PySpark,Tableau,
3588,,,,,,Hadoop,,,,,,,R,SQL,,,,
3589,,Azure,,,,Hadoop,,,,,,,R,,Scala,,,
3590,,Azure,Docker,,,,,,,MLP,,,,,,,,
3591,AWS,,,,,,,,,,,Python,,,,,Tableau,
3592,,,,GCP,,,,,,,,,,SQL,,,,
3593,,Azure,,,,Hadoop,,,,,,Python,,,,,,
3594,AWS,,,,,,Java,,,,,,,,,PySpark,,
3595,,,Docker,,Git,,,,MLOps,,,,,,,PySpark,,
3596,,,,,Git,Hadoop,,,,,,,,,,,,TensorFlow
3597,,,,,,,Java,,,,PyTorch,,,SQL,,,,
3598,,,,,,,Java,,,,PyTorch,,R,,Scala,,,
3599,,,,,,,,,,,,,,,,PySpark,Tableau,
3600,,,,,,,,,,,,Python,,,,PySpark,Tableau,
3601,,,,,,Hadoop,,,MLOps,,,Python,,,,,,
3602,,,,,,,,,,,PyTorch,,,SQL,,,Tableau,TensorFlow
3603,AWS,,,GCP,Git,,,,,,,,,,Scala,PySpark,,
3604,,,Docker,,,,,,MLOps,,,Python,,,Scala,,,
3605,,,,,,,,,,,PyTorch,,,,,,,TensorFlow
3606,,,,,,Hadoop,,,,MLP,,,,SQL,,,,
3607,,,,,,,,,,,PyTorch,Python,,,,,,TensorFlow
3608,,,,,,,,,,,,,R,,Scala,,Tableau,
3609,,Azure,,GCP,,,,,MLOps,,PyTorch,,,,,,,
3610,,,Docker,,,,Java,Kubernetes,,,PyTorch,,,,,,,
3611,,,,,,Hadoop,,,,,,Python,,,,,,
3612,,,,,,,,Kubernetes,,,PyTorch,,,,,,,
3613,,,,GCP,,,,Kubernetes,,,,,,,Scala,,,
3614,,,,,,Hadoop,,,,,,Python,,,Scala,,,TensorFlow
3615,,,,,,,,Kubernetes,,,,,,,,,,
3616,,,,,,Hadoop,,,,,,,,,,,Tableau,
3617,,,,,,,,,MLOps,,,Python,,,,,Tableau,
3618,,,,GCP,,,,,,,PyTorch,,,,,PySpark,,
3619,,,,,Git,Hadoop,,,,,PyTorch,,,,,,Tableau,
3620,,Azure,,,,,,,,,,,,,,,Tableau,
3621,,,,,,Hadoop,,,,,,,R,,,,,
3622,,,,,,,,,,MLP,PyTorch,,,SQL,,PySpark,,
3623,,,,,Git,,,,,MLP,,,,SQL,,,Tableau,
3624,,,,,,,,,,,,Python,,,,,,TensorFlow
3625,,Azure,,,Git,,Java,,,,,,,SQL,,,,
3626,,,,GCP,Git,,,,,,,,,,,,,
3627,,,,,,,,,,MLP,,,,,,,Tableau,
3628,,,,,,,,,,,,,,,,,,
3629,,,,,,,,Kubernetes,,,,,,,Scala,,,
3630,,,,GCP,,,Java,,,,,Python,,SQL,,,,
3631,,,,,,,Java,Kubernetes,,,,Python,,,Scala,,,TensorFlow
3632,,,,,Git,Hadoop,,Kubernetes,,,,,,,,,,
3633,,,,,,,,Kubernetes,MLOps,,,Python,,,,,Tableau,
3634,,,Docker,,,,,,,,,Python,,,Scala,,,
3635,,,,GCP,,,,,,,,,,,,,Tableau,TensorFlow
3636,,,,GCP,,,,,,,,,,,Scala,,,
3637,,,,,,Hadoop,,,,MLP,,Python,,,,,Tableau,
3638,AWS,,,,,,,Kubernetes,,,,Python,,,,,,
3639,,,Docker,,,Hadoop,,,,,,,,SQL,,,,
3640,,,,,Git,,,,,,,,,,,,Tableau,
3641,,,Docker,,,,,,,,,Python,,,Scala,,,TensorFlow
3642,AWS,,,GCP,,,,,,,PyTorch,,,,,,,TensorFlow
3643,,,,,,,Java,Kubernetes,,,,,,SQL,,,,
3644,,,,,,,,Kubernetes,,,,,,,,,,
3645,,,,,Git,Hadoop,,,,,,,,SQL,Scala,,,
3646,,,,,,,,,MLOps,,,Python,R,,,,,
3647,,Azure,,,,,,,MLOps,,,,,,,,,
3648,,,,GCP,,,,,,,,Python,,,Scala,,,
3649,,,Docker,,,,,,,,,Python,,,,,,TensorFlow
3650,,,,,,Hadoop,Java,Kubernetes,,,,Python,,,,,,
3651,,,,GCP,,,,,,,,,R,,,,Tableau,
3652,,,,,Git,,Java,,,,,Python,,,,,,TensorFlow
3653,AWS,,,,,,,,,,,Python,,,,,,
3654,,,,,,,,,,,,,R,,,,,
3655,,,,,,Hadoop,,Kubernetes,,,,Python,,,,,,TensorFlow
3656,,,,GCP,,Hadoop,,,,,,,,,Scala,,,
3657,,,,,,,,,,,,,,SQL,,,,TensorFlow
3658,,Azure,,,,,,,,,,,,,,PySpark,,
3659,,,,,,,,Kubernetes,,,,Python,,,,,,
3660,,,,,Git,,,,,MLP,,Python,,,,PySpark,,
3661,,,,,,Hadoop,,,,,,Python,,,,,,TensorFlow
3662,,,,,,Hadoop,,Kubernetes,,,,,,,Scala,,Tableau,
3663,,,,,,,,,,MLP,PyTorch,Python,,,,PySpark,,TensorFlow
3664,,,,,,,,,,,PyTorch,,,SQL,,,,
3665,,,,,,,,,,,PyTorch,,,,Scala,,,
3666,,,,GCP,,,,,,,PyTorch,,,,,,,TensorFlow
3667,,,Docker,GCP,,,,,,,,,,,,,Tableau,
3668,,,,,,,,,,MLP,PyTorch,,,,,,,
3669,,,,GCP,Git,Hadoop,,,,,,Python,,,Scala,,,
3670,,,,,,Hadoop,,Kubernetes,,,,,,,,,,TensorFlow
3671,,,,GCP,,,,,,,,,,,,,Tableau,
3672,,Azure,Docker,,,,,,,,PyTorch,,,,,,,
3673,,,,,,,,Kubernetes,MLOps,,,,,,Scala,,Tableau,
3674,,,,,Git,,,,,,,,,,,PySpark,,
3675,,,,,Git,,,,,,,,,,,PySpark,,
3676,AWS,,,,,Hadoop,,,,,,Python,,SQL,Scala,,,
3677,,Azure,,,,Hadoop,,,,,,,,,,PySpark,Tableau,
3678,,,,,,,,Kubernetes,MLOps,,,,,,,,Tableau,
3679,,,,,,,,,,,,,,SQL,Scala,,,
3680,AWS,,,,Git,,,Kubernetes,MLOps,,,,,,Scala,,,
3681,,,,,,,,,,MLP,PyTorch,,,,,PySpark,,
3682,AWS,,,,,Hadoop,,,,,,,,SQL,,,,
3683,,,,,Git,Hadoop,,,,,,,,,,,,
3684,,,,,Git,,,,,,,Python,,,,,,TensorFlow
3685,,,,GCP,,,,,,,,,R,SQL,Scala,,,
3686,,,,,,,,,MLOps,,PyTorch,Python,,,,,,
3687,,,,,,,Java,Kubernetes,,,,,,,,,Tableau,
3688,,,,,,,,,,,,Python,,,,PySpark,,TensorFlow
3689,,,,,,,Java,,,,,,,,,,,
3690,AWS,,,,,Hadoop,,Kubernetes,,,,,,,,PySpark,,
3691,,,,,Git,,,,,,,,,SQL,,,,TensorFlow
3692,AWS,,,,,,Java,,,,,Python,,,,,Tableau,
3693,,,Docker,,,,,,,,,,,SQL,,,Tableau,
3694,,,,,,Hadoop,,Kubernetes,,,,,,,,,,
3695,,,,,,,,,,,,Python,,,,,,
3696,,,,GCP,,,,,,,,,,,,,,
3697,,,,,,,,,,,,,,SQL,,PySpark,,
3698,,,,,,,,,,MLP,,,,,Scala,PySpark,,
3699,,,,,,Hadoop,,,,,PyTorch,,R,,Scala,,,
3700,,,,,,,,,,,PyTorch,,,SQL,Scala,,,
3701,,,,,,Hadoop,,Kubernetes,,,,,,,Scala,,,TensorFlow
3702,,,,,,,,,MLOps,,,,,,Scala,,,
3703,AWS,,,,,,,,,,,,,SQL,,,Tableau,
3704,,Azure,,,,,Java,Kubernetes,,MLP,,,,,,,,
3705,AWS,,,,,,,Kubernetes,,,PyTorch,,,,Scala,,,
3706,,,,,,,,,,,,,,SQL,Scala,PySpark,,
3707,,,,GCP,,,,,,,,,,,Scala,,,
3708,AWS,,,,Git,,,Kubernetes,,,,,,,,,,TensorFlow
3709,,,,,,,,Kubernetes,,,,,R,SQL,,,,
3710,AWS,,,GCP,,,,Kubernetes,,,,Python,,,,,,
3711,,,,,,,,,,,,Python,,,,,,TensorFlow
3712,,,Docker,,,,,,,,,,,,Scala,,,
3713,,Azure,,,,,Java,,,,,,,SQL,,PySpark,Tableau,
3714,,,,,Git,,,,,,,,R,,,,,
3715,AWS,Azure,,,Git,Hadoop,,,,MLP,,,,,,,,
3716,,,,GCP,,,Java,,,,,,,,Scala,,,
3717,,,,,Git,,,,,,,,,SQL,,,,TensorFlow
3718,,,,,Git,Hadoop,,,MLOps,,,,,,,,Tableau,
3719,,,,,,,Java,,,,PyTorch,,,,,,Tableau,
3720,,,,GCP,,,,,,,,Python,,,,,,
3721,,,,GCP,,,,,,,,Python,,,,PySpark,,
3722,,,,,,,,,MLOps,,,Python,,,,,,TensorFlow
3723,,,,,,,,,MLOps,MLP,,Python,,,,,,TensorFlow
3724,,,,,,,,Kubernetes,,,PyTorch,,,,,,,
3725,AWS,,,,,Hadoop,,,,MLP,PyTorch,,,SQL,,,,
3726,,,,GCP,,,,Kubernetes,,,,Python,R,,,,,
3727,,,,,Git,Hadoop,,,,,PyTorch,Python,,,,,,
3728,,Azure,,GCP,,,,,,,,Python,,,,,,
3729,,,,,,,,Kubernetes,,,,Python,,,,,,
3730,,,,,,,,,,,PyTorch,,,SQL,,,,
3731,,,,,Git,,,Kubernetes,,,,,,SQL,,,,
3732,,,,,,,,,MLOps,,PyTorch,,,,,,,TensorFlow
3733,,,,,,,Java,,,,,,,,,PySpark,Tableau,
3734,,,,GCP,,Hadoop,Java,,,,,Python,,,,,,
3735,,,,,,,,,,,,,,,Scala,,,
3736,,,,GCP,,,Java,,MLOps,,,,,,,,,
3737,,,,,,,,Kubernetes,MLOps,,,,,SQL,,,,
3738,,,,,Git,,,,,,,,,,Scala,,,TensorFlow
3739,,Azure,,,,,,,,,,Python,,,,,,
3740,,,,,Git,,,,,MLP,,,,,,,Tableau,TensorFlow
3741,,,,,,Hadoop,,,MLOps,,,Python,R,,,,,TensorFlow
3742,,,,,,,,,,,,,R,,Scala,,,
3743,AWS,,,,,Hadoop,,,MLOps,,,,,,,,,
3744,,,,,Git,,,,,,,Python,,,,,,
3745,,,,,,,,,,,,Python,,SQL,Scala,,Tableau,
3746,,,,,,Hadoop,,,,,PyTorch,Python,,,,,,TensorFlow
3747,,,,GCP,,,,,,,PyTorch,,,SQL,Scala,,,
3748,,,,,,,,,,,,,,SQL,,,Tableau,
3749,,,Docker,,,,,,,MLP,,,,,,,,
3750,,,,,,,,,,,,,,,,PySpark,Tableau,
3751,,,,,,,,Kubernetes,,,,,,SQL,Scala,PySpark,,
3752,,,,,,,,Kubernetes,,,,,,,,,Tableau,
3753,,Azure,,,,,,,,,,Python,,,,,,
3754,,,,GCP,,,,,,,,,,,Scala,,,TensorFlow
3755,,,,,Git,,Java,Kubernetes,MLOps,,,,R,,,,,
3756,,,,,,,,,MLOps,MLP,,,,,,PySpark,,TensorFlow
3757,AWS,Azure,Docker,,,,,,,MLP,,,,,,,,
3758,,,,,,,,,,,,Python,,,,,,
3759,AWS,,Docker,,,,,,,,,,,,Scala,,Tableau,TensorFlow
3760,,,,,Git,Hadoop,,,,,,Python,,,,,,TensorFlow
3761,,,,,,,,,,MLP,,Python,,,,PySpark,,
3762,,,Docker,,,,,,,,PyTorch,,,SQL,,,,
3763,,,,,,,,,,,,Python,,,,,,
3764,,,,,,,,Kubernetes,,,,,,,Scala,,,
3765,,Azure,,,,Hadoop,,,,,PyTorch,,,,,,,TensorFlow
3766,,,,GCP,Git,,Java,,,,,,,,,,,
3767,,,,,,,,,MLOps,,PyTorch,Python,,SQL,,,Tableau,
3768,,,,GCP,,,,Kubernetes,,,,Python,,,,,,
3769,,,,,Git,,,,,,,Python,,,,,,TensorFlow
3770,,,Docker,GCP,,,,Kubernetes,,,,,,SQL,,,,
3771,,,,GCP,,,,,,MLP,,,,SQL,,,,
3772,,,Docker,GCP,,,Java,,,,,,,,,,,
3773,AWS,,,,,,,,,MLP,,,,,,,,
3774,,,,,,Hadoop,,,,,,,,SQL,,PySpark,,TensorFlow
3775,,Azure,,,,Hadoop,,,,,,Python,,,,,,TensorFlow
3776,,,,,,,Java,,,,PyTorch,,,,Scala,,,
3777,,,,,,Hadoop,,,,,,Python,,,,,,
3778,,,,,,,,,MLOps,,PyTorch,,,,,,Tableau,TensorFlow
3779,,,,,,Hadoop,,Kubernetes,,,,Python,,,,,Tableau,
3780,,,,,Git,,Java,,MLOps,,,,,,,,,
3781,,,,,,,Java,,,MLP,,,,,Scala,,,
3782,,Azure,,,,,Java,,,,PyTorch,,,,,PySpark,,
3783,,,,,,,,,,MLP,,Python,R,,,,,
3784,AWS,,Docker,,,,,,,,PyTorch,,,SQL,Scala,,,
3785,,Azure,,GCP,,,,,,MLP,PyTorch,,,,,,,
