ID_cleaned,job_id,job_title,salary_usd,salary_distribution_usd,salary_currency,experience_level,experience_level_cleaned,employment_type,employment_type_cleaned,company_location,company_size,company_size_cleaned,employee_residence,remote_ratio,required_skills,is_AWS_required_skills,is_Azure_required_skills,is_Docker_required_skills,is_GCP_required_skills,is_github_required_skills,is_Hadoop_required_skills,is_Java_required_skills,is_Kubernetes_required_skills,is_MLOps_required_skills,is_NLP_required_skills,is_PyTorch_required_skills,is_Python_required_skills,is_R_required_skills,is_SQL_required_skills,is_Scala_required_skills,is_Pyspark_required_skills,is_Tableau_required_skills,is_TensorFlow_required_skills,education_required,years_experience,industry,posting_date,application_deadline,application_period_days,job_description_length,benefits_score,company_name
2538,AI02538,Deep Learning Engineer,56556,"40,000 - 60,000 USD",USD,MI,Mid-level,FL,Freelance,China,S,Small,China,100,"Kubernetes, PyTorch, Azure",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Master,2,Education,10/12/2024,10/28/2024,16,2299,8.9,Smart Analytics
2539,AI02539,AI Software Engineer,133845,"120,000 - 140,000 USD",USD,MI,Mid-level,FT,Full-Time,Switzerland,M,Medium,Switzerland,100,"GCP, Docker, MLOps, SQL",0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Associate,2,Energy,3/5/2025,3/20/2025,15,1883,6.3,Cognitive Computing
2540,AI02540,Robotics Engineer,63270,"60,000 - 80,000 USD",USD,MI,Mid-level,CT,Contract,China,L,Large,China,50,"Git, Kubernetes, PyTorch",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Associate,2,Healthcare,10/26/2024,12/2/2024,37,1350,6.4,Cloud AI Solutions
2541,AI02541,ML Ops Engineer,60182,"60,000 - 80,000 USD",USD,EN,Entry-level,FT,Full-Time,Sweden,M,Medium,South Korea,0,"Computer Vision, Scala, PyTorch, SQL, R",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,Master,1,Finance,12/4/2024,1/3/2025,30,690,9.5,Neural Networks Co
2542,AI02542,Autonomous Systems Engineer,146455,"140,000 - 160,000 USD",USD,SE,Senior,FT,Full-Time,Canada,L,Large,Australia,50,"Statistics, Java, PyTorch, Kubernetes, Linux",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Bachelor,6,Manufacturing,2/23/2025,5/6/2025,72,1902,8.7,Machine Intelligence Group
2543,AI02543,Autonomous Systems Engineer,80143,"80,000 - 100,000 USD",USD,MI,Mid-level,FT,Full-Time,Finland,L,Large,Finland,100,"Data Visualization, Scala, Mathematics, GCP, Kubernetes",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Associate,2,Gaming,10/24/2024,11/23/2024,30,2484,5.6,Predictive Systems
2544,AI02544,Machine Learning Researcher,88409,"80,000 - 100,000 USD",USD,SE,Senior,FT,Full-Time,China,L,Large,China,100,"Statistics, Scala, Python, Java",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,PhD,5,Healthcare,10/1/2024,11/1/2024,31,1242,9.3,Neural Networks Co
2545,AI02545,Data Scientist,91286,"80,000 - 100,000 USD",USD,MI,Mid-level,FT,Full-Time,United States,M,Medium,Denmark,50,"Statistics, TensorFlow, Python",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Bachelor,2,Gaming,3/21/2025,4/21/2025,31,574,8.8,Smart Analytics
2546,AI02546,AI Specialist,66853,"60,000 - 80,000 USD",USD,MI,Mid-level,PT,Part-Time,Ireland,L,Large,Ireland,100,"Docker, AWS, R, Scala",1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Associate,3,Telecommunications,5/7/2024,6/21/2024,45,794,8.9,Digital Transformation LLC
2547,AI02547,NLP Engineer,235002,"More than 180,000 USD",GBP,EX,Executive,FL,Freelance,United Kingdom,S,Small,United Kingdom,50,"Deep Learning, GCP, Java, Statistics",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PhD,16,Government,1/8/2024,1/30/2024,22,1840,8.3,TechCorp Inc
2548,AI02548,Robotics Engineer,263846,"More than 180,000 USD",USD,EX,Executive,FT,Full-Time,United States,S,Small,United States,0,"Azure, TensorFlow, Docker",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bachelor,11,Finance,2/19/2025,4/16/2025,56,671,9.3,AI Innovations
2549,AI02549,Deep Learning Engineer,225540,"More than 180,000 USD",EUR,EX,Executive,CT,Contract,Netherlands,M,Medium,Netherlands,50,"Docker, Computer Vision, MLOps",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Associate,16,Finance,10/5/2024,11/6/2024,32,1725,8.1,DeepTech Ventures
2550,AI02550,NLP Engineer,79818,"60,000 - 80,000 USD",USD,SE,Senior,FL,Freelance,South Korea,S,Small,Japan,50,"Data Visualization, PyTorch, NLP, Docker",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Associate,5,Healthcare,5/1/2024,6/14/2024,44,2370,6.5,Digital Transformation LLC
2551,AI02551,AI Architect,170902,"160,000 - 180,000 USD",USD,SE,Senior,FT,Full-Time,Denmark,S,Small,Denmark,100,"Azure, GCP, Python",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Associate,5,Automotive,7/3/2024,9/9/2024,68,2333,6.6,Future Systems
2552,AI02552,AI Software Engineer,83328,"80,000 - 100,000 USD",EUR,MI,Mid-level,PT,Part-Time,France,M,Medium,Finland,100,"GCP, NLP, Python, Git",0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,Associate,3,Media,3/22/2024,5/31/2024,70,2059,7.7,TechCorp Inc
2553,AI02553,Principal Data Scientist,117262,"100,000 - 120,000 USD",EUR,SE,Senior,FL,Freelance,Netherlands,S,Small,Netherlands,100,"AWS, GCP, TensorFlow",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Master,6,Automotive,2/29/2024,3/15/2024,15,1289,9.6,TechCorp Inc
2554,AI02554,Head of AI,48677,"40,000 - 60,000 USD",USD,EN,Entry-level,FT,Full-Time,China,S,Small,China,0,"Python, Git, AWS",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,PhD,1,Manufacturing,1/3/2024,3/14/2024,71,781,8.3,AI Innovations
2555,AI02555,Computer Vision Engineer,104123,"100,000 - 120,000 USD",USD,EN,Entry-level,PT,Part-Time,Norway,L,Large,Norway,50,"Hadoop, Python, GCP",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,PhD,0,Technology,2/18/2025,4/17/2025,58,1534,9.5,AI Innovations
2556,AI02556,AI Specialist,147204,"140,000 - 160,000 USD",USD,SE,Senior,PT,Part-Time,Norway,S,Small,Norway,100,"Tableau, Docker, Computer Vision, Scala",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Bachelor,7,Media,5/11/2024,6/14/2024,34,2239,6.4,Digital Transformation LLC
2557,AI02557,Machine Learning Researcher,102923,"100,000 - 120,000 USD",EUR,SE,Senior,FL,Freelance,Germany,S,Small,Canada,100,"Azure, Docker, SQL",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bachelor,5,Retail,1/30/2024,2/27/2024,28,1281,7.2,Predictive Systems
2558,AI02558,AI Architect,72782,"60,000 - 80,000 USD",EUR,EN,Entry-level,CT,Contract,Germany,L,Large,Germany,50,"MLOps, Azure, Linux, Deep Learning, Python",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Bachelor,1,Manufacturing,6/22/2024,7/15/2024,23,1915,6.7,Cognitive Computing
2559,AI02559,Autonomous Systems Engineer,142410,"140,000 - 160,000 USD",USD,SE,Senior,FT,Full-Time,Norway,S,Small,Norway,0,"Computer Vision, NLP, Tableau, Hadoop, Scala",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,Associate,7,Retail,2/27/2025,3/30/2025,31,2129,5.3,Advanced Robotics
2560,AI02560,Computer Vision Engineer,81908,"80,000 - 100,000 USD",USD,MI,Mid-level,CT,Contract,Sweden,S,Small,Australia,0,"Azure, Kubernetes, SQL, AWS, Git",1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,PhD,4,Healthcare,10/26/2024,12/15/2024,50,2403,8.3,AI Innovations
2561,AI02561,Head of AI,342272,"More than 180,000 USD",USD,EX,Executive,PT,Part-Time,United States,L,Large,Austria,50,"Hadoop, Azure, NLP, Mathematics, GCP",0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Bachelor,18,Real Estate,5/14/2024,5/31/2024,17,1979,5.7,Neural Networks Co
2562,AI02562,Computer Vision Engineer,109837,"100,000 - 120,000 USD",USD,EN,Entry-level,CT,Contract,Norway,L,Large,Norway,50,"Docker, NLP, Computer Vision, MLOps",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Master,0,Telecommunications,11/15/2024,12/22/2024,37,999,9.3,Algorithmic Solutions
2563,AI02563,AI Specialist,149456,"140,000 - 160,000 USD",USD,EX,Executive,PT,Part-Time,India,S,Small,Canada,0,"Python, Hadoop, R, MLOps, Tableau",0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,PhD,16,Transportation,4/19/2024,5/6/2024,17,2298,6.6,TechCorp Inc
2564,AI02564,Computer Vision Engineer,117557,"100,000 - 120,000 USD",USD,SE,Senior,CT,Contract,Japan,L,Large,China,100,"Tableau, Git, SQL, PyTorch, Python",0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,Master,8,Real Estate,1/5/2024,1/26/2024,21,591,9.2,Cloud AI Solutions
2565,AI02565,ML Ops Engineer,51713,"40,000 - 60,000 USD",USD,MI,Mid-level,FT,Full-Time,Finland,S,Small,Finland,0,"Python, Mathematics, Scala",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Bachelor,2,Consulting,12/7/2024,1/7/2025,31,1941,5,DeepTech Ventures
2566,AI02566,AI Research Scientist,173830,"160,000 - 180,000 USD",USD,EX,Executive,FT,Full-Time,Canada,L,Large,Japan,100,"R, Statistics, Hadoop",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Bachelor,15,Energy,5/19/2024,7/13/2024,55,2411,5.9,Future Systems
2567,AI02567,Head of AI,146710,"140,000 - 160,000 USD",USD,MI,Mid-level,PT,Part-Time,Switzerland,L,Large,Switzerland,100,"Docker, Deep Learning, Python, AWS",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Associate,2,Retail,11/7/2024,1/15/2025,69,2257,6.5,Machine Intelligence Group
2568,AI02568,Machine Learning Engineer,129360,"120,000 - 140,000 USD",EUR,SE,Senior,FL,Freelance,Germany,L,Large,Germany,0,"Python, Kubernetes, Spark",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Associate,8,Energy,1/26/2024,3/4/2024,38,2409,7.1,Digital Transformation LLC
2569,AI02569,AI Consultant,186452,"More than 180,000 USD",USD,SE,Senior,PT,Part-Time,Switzerland,S,Small,Switzerland,100,"GCP, Kubernetes, R",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Master,5,Retail,4/17/2025,6/25/2025,69,1121,8.3,Quantum Computing Inc
2570,AI02570,Deep Learning Engineer,102026,"100,000 - 120,000 USD",USD,SE,Senior,FL,Freelance,Israel,L,Large,Israel,100,"Data Visualization, Deep Learning, Tableau, Java, Computer Vision",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Bachelor,5,Real Estate,8/14/2024,10/15/2024,62,1236,7.3,Future Systems
2571,AI02571,AI Research Scientist,94728,"80,000 - 100,000 USD",USD,EN,Entry-level,CT,Contract,Switzerland,S,Small,Switzerland,0,"Computer Vision, R, Statistics, SQL",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,PhD,1,Consulting,6/14/2024,7/21/2024,37,1903,6.4,Digital Transformation LLC
2572,AI02572,AI Product Manager,70810,"60,000 - 80,000 USD",GBP,EN,Entry-level,CT,Contract,United Kingdom,M,Medium,China,0,"Docker, Kubernetes, Scala, MLOps, Java",0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,Master,1,Government,8/11/2024,9/5/2024,25,812,9.2,Machine Intelligence Group
2573,AI02573,Robotics Engineer,170717,"160,000 - 180,000 USD",USD,SE,Senior,CT,Contract,United States,M,Medium,Israel,50,"MLOps, Scala, Deep Learning, GCP, NLP",0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,PhD,6,Healthcare,7/14/2024,9/10/2024,58,947,8,Autonomous Tech
2574,AI02574,Principal Data Scientist,86822,"80,000 - 100,000 USD",USD,SE,Senior,FT,Full-Time,Canada,S,Small,United Kingdom,50,"AWS, Scala, Tableau, Deep Learning, Computer Vision",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,PhD,9,Real Estate,3/21/2024,5/27/2024,67,1814,9,Digital Transformation LLC
2575,AI02575,AI Consultant,52590,"40,000 - 60,000 USD",USD,MI,Mid-level,PT,Part-Time,China,M,Medium,China,100,"SQL, Spark, PyTorch",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,Associate,4,Technology,11/30/2024,1/5/2025,36,1813,8.8,TechCorp Inc
2576,AI02576,Principal Data Scientist,228064,"More than 180,000 USD",USD,SE,Senior,CT,Contract,Switzerland,L,Large,Finland,50,"Tableau, PyTorch, Scala, Data Visualization",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,PhD,6,Telecommunications,1/19/2025,2/26/2025,38,1381,5.4,Neural Networks Co
2577,AI02577,NLP Engineer,116403,"100,000 - 120,000 USD",USD,SE,Senior,FT,Full-Time,India,L,Large,Netherlands,100,"Deep Learning, SQL, Mathematics, Azure",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Associate,6,Transportation,7/9/2024,7/23/2024,14,1445,7.6,Smart Analytics
2578,AI02578,Data Engineer,176004,"160,000 - 180,000 USD",USD,EX,Executive,FT,Full-Time,Israel,L,Large,Israel,0,"Spark, Git, Tableau, Docker, Linux",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Associate,14,Healthcare,8/11/2024,9/7/2024,27,2235,8.3,Cognitive Computing
2579,AI02579,Research Scientist,303380,"More than 180,000 USD",USD,EX,Executive,FT,Full-Time,Singapore,L,Large,Singapore,50,"Deep Learning, Python, R, Mathematics, GCP",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,PhD,17,Transportation,3/11/2024,5/17/2024,67,884,7.6,AI Innovations
2580,AI02580,AI Specialist,76208,"60,000 - 80,000 USD",USD,MI,Mid-level,FL,Freelance,Ireland,M,Medium,Ireland,0,"Tableau, AWS, Java",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Master,2,Real Estate,4/28/2024,5/26/2024,28,1055,7.4,Machine Intelligence Group
2581,AI02581,AI Product Manager,191421,"More than 180,000 USD",EUR,EX,Executive,FT,Full-Time,France,S,Small,South Korea,100,"Scala, Java, Spark",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Associate,11,Government,6/19/2024,8/26/2024,68,563,9,Cloud AI Solutions
2582,AI02582,AI Architect,147595,"140,000 - 160,000 USD",USD,EX,Executive,FL,Freelance,Australia,M,Medium,Australia,0,"PyTorch, Deep Learning, NLP",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Associate,16,Gaming,4/10/2025,6/13/2025,64,785,8.3,Future Systems
2583,AI02583,Machine Learning Engineer,38418,"Less than 40,000 USD",USD,EN,Entry-level,CT,Contract,India,S,Small,India,50,"Hadoop, Kubernetes, Java",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Associate,0,Automotive,2/18/2025,3/21/2025,31,2474,8.6,TechCorp Inc
2584,AI02584,AI Specialist,100150,"100,000 - 120,000 USD",USD,MI,Mid-level,FT,Full-Time,United States,S,Small,United States,0,"Python, Docker, Hadoop, Linux, TensorFlow",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Associate,4,Energy,1/28/2025,4/10/2025,72,1045,8.4,Future Systems
2585,AI02585,Research Scientist,196014,"More than 180,000 USD",USD,EX,Executive,FT,Full-Time,Australia,S,Small,Australia,0,"Kubernetes, Scala, Data Visualization, Git, Python",0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,PhD,12,Consulting,3/24/2024,4/17/2024,24,503,8.3,AI Innovations
2586,AI02586,Computer Vision Engineer,209255,"More than 180,000 USD",USD,EX,Executive,CT,Contract,Australia,S,Small,Australia,50,"Python, Spark, Tableau, Linux, TensorFlow",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,PhD,18,Manufacturing,5/11/2024,7/11/2024,61,2088,6.7,Neural Networks Co
2587,AI02587,Data Engineer,143661,"140,000 - 160,000 USD",GBP,EX,Executive,CT,Contract,United Kingdom,S,Small,Ireland,0,"Hadoop, Java, TensorFlow, Git, Python",0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,PhD,15,Automotive,7/13/2024,8/17/2024,35,2404,9.5,Digital Transformation LLC
2588,AI02588,NLP Engineer,126932,"120,000 - 140,000 USD",EUR,SE,Senior,CT,Contract,Netherlands,L,Large,Netherlands,100,"Java, Scala, Hadoop",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Bachelor,7,Transportation,1/9/2025,2/13/2025,35,1834,9.9,DeepTech Ventures
2589,AI02589,Head of AI,54884,"40,000 - 60,000 USD",USD,EN,Entry-level,PT,Part-Time,South Korea,L,Large,United States,0,"Python, AWS, Statistics, Linux",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PhD,1,Gaming,8/15/2024,9/3/2024,19,1382,8.4,Autonomous Tech
2590,AI02590,Data Engineer,69080,"60,000 - 80,000 USD",USD,SE,Senior,FT,Full-Time,Israel,S,Small,United Kingdom,0,"Docker, Hadoop, Tableau, Computer Vision",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Associate,9,Transportation,1/3/2024,1/21/2024,18,1603,6.1,Neural Networks Co
2591,AI02591,AI Architect,192116,"More than 180,000 USD",USD,SE,Senior,CT,Contract,Denmark,M,Medium,Denmark,100,"TensorFlow, Hadoop, Git, Linux, SQL",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,PhD,7,Telecommunications,3/17/2024,5/7/2024,51,1076,7.8,Cloud AI Solutions
2592,AI02592,ML Ops Engineer,192067,"More than 180,000 USD",USD,EX,Executive,FL,Freelance,Australia,L,Large,Australia,50,"Linux, Deep Learning, Kubernetes, Git, GCP",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Associate,19,Energy,3/25/2024,5/21/2024,57,1468,5,Autonomous Tech
2593,AI02593,Data Engineer,129484,"120,000 - 140,000 USD",USD,EX,Executive,FL,Freelance,India,L,Large,India,50,"Linux, SQL, NLP",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Master,17,Manufacturing,3/31/2024,4/20/2024,20,1527,7.3,DataVision Ltd
2594,AI02594,Machine Learning Researcher,50180,"40,000 - 60,000 USD",USD,EN,Entry-level,PT,Part-Time,China,M,Medium,China,100,"Kubernetes, Python, TensorFlow, AWS, Azure",1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Bachelor,1,Gaming,8/8/2024,9/17/2024,40,986,7.8,Smart Analytics
2595,AI02595,Data Analyst,202409,"More than 180,000 USD",EUR,EX,Executive,FL,Freelance,Netherlands,L,Large,Australia,0,"Mathematics, Docker, MLOps",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Master,18,Media,5/2/2024,5/20/2024,18,878,9.5,Digital Transformation LLC
2596,AI02596,Data Engineer,94744,"80,000 - 100,000 USD",USD,EX,Executive,CT,Contract,Austria,S,Small,Austria,50,"Python, TensorFlow, PyTorch, Hadoop, Scala",0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,Associate,15,Technology,3/12/2024,4/15/2024,34,534,5.1,Autonomous Tech
2597,AI02597,AI Architect,99823,"80,000 - 100,000 USD",USD,EN,Entry-level,CT,Contract,Switzerland,S,Small,China,100,"Tableau, Git, R, Data Visualization",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Bachelor,0,Real Estate,3/8/2025,5/12/2025,65,1676,5.6,Algorithmic Solutions
2598,AI02598,Data Analyst,160673,"160,000 - 180,000 USD",USD,EX,Executive,CT,Contract,South Korea,M,Medium,South Korea,50,"Spark, Docker, Scala",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,PhD,10,Transportation,2/6/2024,4/11/2024,65,2021,9.1,DataVision Ltd
2599,AI02599,Research Scientist,70034,"60,000 - 80,000 USD",USD,SE,Senior,CT,Contract,Israel,S,Small,Israel,0,"Tableau, AWS, Hadoop",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Bachelor,7,Government,2/18/2025,3/6/2025,16,716,6,Predictive Systems
2600,AI02600,Data Analyst,110885,"100,000 - 120,000 USD",USD,MI,Mid-level,FL,Freelance,Sweden,L,Large,Sweden,50,"Tableau, Spark, Scala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Master,4,Consulting,1/29/2025,2/24/2025,26,1727,5.7,Smart Analytics
2601,AI02601,Machine Learning Researcher,141091,"140,000 - 160,000 USD",USD,EX,Executive,PT,Part-Time,Finland,L,Large,Finland,0,"Java, Python, Hadoop, Azure",0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Master,13,Media,11/1/2024,12/30/2024,59,522,7.3,Algorithmic Solutions
2602,AI02602,Data Scientist,97982,"80,000 - 100,000 USD",USD,EX,Executive,PT,Part-Time,Austria,S,Small,Austria,100,"Scala, Linux, Spark, Git",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Associate,15,Telecommunications,11/26/2024,12/25/2024,29,1466,9.3,Autonomous Tech
2603,AI02603,AI Software Engineer,286929,"More than 180,000 USD",USD,EX,Executive,CT,Contract,Sweden,L,Large,Sweden,50,"Git, AWS, Tableau",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Bachelor,19,Consulting,6/24/2024,8/19/2024,56,1421,8.1,Predictive Systems
2604,AI02604,Robotics Engineer,112031,"100,000 - 120,000 USD",USD,MI,Mid-level,FL,Freelance,Denmark,M,Medium,Denmark,50,"R, PyTorch, Mathematics",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Associate,2,Government,11/5/2024,1/2/2025,58,2256,6.5,DataVision Ltd
2605,AI02605,Machine Learning Engineer,280691,"More than 180,000 USD",USD,EX,Executive,FT,Full-Time,Sweden,L,Large,Sweden,50,"PyTorch, SQL, GCP",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Associate,18,Finance,11/3/2024,12/14/2024,41,1101,5.1,Neural Networks Co
2606,AI02606,Data Engineer,119490,"100,000 - 120,000 USD",USD,MI,Mid-level,CT,Contract,United States,L,Large,Sweden,0,"Deep Learning, Python, R, Statistics",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,PhD,3,Consulting,6/6/2024,8/7/2024,62,1779,10,Smart Analytics
2607,AI02607,Machine Learning Engineer,67205,"60,000 - 80,000 USD",USD,SE,Senior,FT,Full-Time,Ireland,S,Small,Ireland,0,"Azure, Deep Learning, Python, Tableau, Statistics",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Associate,7,Automotive,1/22/2024,3/14/2024,52,1404,9.7,Cognitive Computing
2608,AI02608,Deep Learning Engineer,109943,"100,000 - 120,000 USD",USD,MI,Mid-level,FT,Full-Time,Norway,L,Large,Norway,50,"PyTorch, TensorFlow, Linux, Python",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Associate,4,Transportation,6/9/2024,7/10/2024,31,1526,7.7,Advanced Robotics
2609,AI02609,Head of AI,153425,"140,000 - 160,000 USD",GBP,EX,Executive,PT,Part-Time,United Kingdom,S,Small,Germany,100,"Spark, R, Python, Docker",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Bachelor,19,Education,11/8/2024,1/3/2025,56,1873,5.7,Neural Networks Co
2610,AI02610,Data Engineer,66780,"60,000 - 80,000 USD",USD,MI,Mid-level,FL,Freelance,Israel,S,Small,Israel,50,"SQL, Git, Data Visualization",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Associate,2,Gaming,12/1/2024,2/10/2025,71,1999,6.5,Machine Intelligence Group
2611,AI02611,AI Consultant,134824,"120,000 - 140,000 USD",EUR,SE,Senior,PT,Part-Time,Germany,S,Small,Germany,0,"Scala, Data Visualization, Java",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,PhD,9,Telecommunications,5/15/2024,7/13/2024,59,1868,6.4,Neural Networks Co
2612,AI02612,Deep Learning Engineer,132780,"120,000 - 140,000 USD",EUR,SE,Senior,CT,Contract,Germany,L,Large,Germany,50,"Python, Kubernetes, Computer Vision, Azure, TensorFlow",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Master,7,Manufacturing,2/10/2024,4/15/2024,65,944,8.6,TechCorp Inc
2613,AI02613,Head of AI,69274,"60,000 - 80,000 USD",USD,EN,Entry-level,PT,Part-Time,Australia,M,Medium,Austria,100,"GCP, Python, Deep Learning, PyTorch",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,PhD,1,Manufacturing,8/13/2024,9/4/2024,22,1265,6,DeepTech Ventures
2614,AI02614,AI Specialist,38594,"Less than 40,000 USD",USD,EN,Entry-level,FL,Freelance,Finland,M,Medium,Finland,100,"R, SQL, Java, Hadoop",0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,Bachelor,0,Telecommunications,7/3/2024,9/1/2024,60,2321,5.4,TechCorp Inc
2615,AI02615,Robotics Engineer,227155,"More than 180,000 USD",USD,EX,Executive,PT,Part-Time,Singapore,L,Large,Singapore,50,"Java, Git, NLP, SQL",0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,Bachelor,14,Transportation,9/28/2024,10/13/2024,15,909,8.8,Advanced Robotics
2616,AI02616,Deep Learning Engineer,61148,"60,000 - 80,000 USD",USD,EN,Entry-level,FL,Freelance,Australia,L,Large,Australia,100,"Kubernetes, Python, MLOps, TensorFlow, Deep Learning",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,PhD,0,Transportation,2/3/2025,2/21/2025,18,984,9.3,Machine Intelligence Group
2617,AI02617,AI Architect,90773,"80,000 - 100,000 USD",USD,SE,Senior,CT,Contract,India,S,Small,India,0,"SQL, Python, Deep Learning, TensorFlow",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Bachelor,6,Transportation,6/8/2024,7/21/2024,43,588,6.3,DataVision Ltd
2618,AI02618,Autonomous Systems Engineer,100018,"100,000 - 120,000 USD",EUR,MI,Mid-level,CT,Contract,Netherlands,L,Large,Netherlands,100,"Java, NLP, Azure",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Master,4,Retail,5/27/2024,7/27/2024,61,2293,9.3,Machine Intelligence Group
2619,AI02619,Research Scientist,55721,"40,000 - 60,000 USD",USD,EN,Entry-level,PT,Part-Time,India,M,Medium,India,0,"Hadoop, Mathematics, R, Git, Python",0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,Bachelor,0,Automotive,7/26/2024,9/19/2024,55,2065,7.8,Future Systems
